,Bo.,No., ,,Name,Rtg,Pts.,Result,Pts.,,Name,Rtg, ,No.
21,22,44,,CM,Manukyan Artyom,2148,0,1 - 0,0,,Arcos Tejeda Alvaro,0,,159
22,23,46,,,Kowalec Maciej,2123,0,1 - 0,0,,Aritra Chatterjee,0,,171
23,24,48,,,Bernardo Darry,2114,0,1 - 0,0,,Bailly Pierre-Louis,0,,214
24,25,50,,,Carrasco Jacome Bryan,2103,0,1 - 0,0,,Bhardwaj Rochak,0,,221
25,26,52,,,Ribiere Damien,2083,0,½ - ½,0,,Chaaban Mazen,0,,208
26,27,54,,,Paiva Henrique M A Albergaria,2065,0,1 - 0,0,,Chan Jason Zhi-Ying,0,,192
27,28,56,,,Khrapko Marharyta,2049,0,1 - 0,0,,Coursimault Aurelie,0,,166
28,29,58,,AGM,Yao Houji,2035,0,1 - 0,0,,De Veyra Jaime,0,,191
29,30,60,,,Vardanyan Aram,2025,0,- - +,0,,Dilla Allan,0,,158
30,31,62,,,Vernimmen Pierre,2010,0,1 - 0,0,,Frieders Ace,0,,154
31,32,64,,,Jonathan Anthony,1995,0,1 - 0,0,,Gonzalez Dominguez Jonathan,0,,197
32,33,66,,,Habibi Azmi Nur,1986,0,1 - 0,0,,Grandval Emma,0,,178
33,34,68,,,Krapivina Galina,1968,0,+ - -,0,,Gutierrez Rojas Jhonatan Junior,0,,194
34,35,70,,,Gesyan Suren,1945,0,1 - 0,0,,Hatem Elbassiouny Mariam,0,,207
35,36,72,,,Ortega Carrasco Alex Benjamin,1935,0,1 - 0,0,,Hui Chun Hei Jun,0,,173
36,37,76,,,Simpson Bonta Enrique,1913,0,1 - 0,0,,Kamel Abu Elmagd Ahmed,0,,156
37,38,78,,AGM,Ghevondyan Arman,1895,0,1 - 0,0,,Kudupudi Nihar,0,,211
38,39,80,,,Nolan Conor,1884,0,1 - 0,0,,Liu Xiao,0,,237
39,40,82,,,Rousseau Matthieu,1867,0,1 - 0,0,,Machado Guilherme,0,,186
40,41,84,,,Lekomtsev Maksim,1847,0,0 - 1,0,,Mendis Sachindra,0,,223
41,42,86,,,Vleming Stefan,1836,0,1 - 0,0,,Milan Garcia Ariadna,0,,164
42,43,88,,,Brunel Axel,1827,0,1 - 0,0,,Nakashima Felipe,0,,183
43,44,90,,,Kuenzi Anton,1815,0,+ - -,0,,Ngugi Samuel Mwaura,0,,224
44,45,92,,,Dabos - Doukas Ioannis,1792,0,1 - 0,0,,Ntombela Nkosingiphile Gift,0,,212
45,46,94,,,Jurheza Adiwindra Akbar,1777,0,+ - -,0,,Ortiz Rodriguez Aldo,0,,157
46,47,96,,,Mahtani Nitin,1773,0,1 - 0,0,,Parmar Riya,0,,219
47,48,98,,,Alarcon Jorquera Kevin,1759,0,1 - 0,0,,Prasad Adithya,0,,155
48,49,100,,,Prado Gabriel Fabricio David,1751,0,1 - 0,0,,Rajput Vanshika,0,,232
49,50,102,,,Ruiz Villalba Andrea,1741,0,1 - 0,0,,Reis Filipe,0,,185
50,51,104,,,Carlier Nathan,1725,0,1 - 0,0,,Saha Amit Kumar,0,,160
51,52,106,,,Perez Olaguivel Rolando German,1714,0,+ - -,0,,Sanchez Jorge,0,,199
52,53,108,,,Karan Manish Jain,1707,0,1 - 0,0,,Savla Rajvi,0,,216
53,54,110,,,Olendo Sara Francine,1692,0,1 - 0,0,,Shaik Jafer,0,,190
54,55,112,,,Torres Regalado Manuel Alejandro,1683,0,0 - 1,0,,Souza Igor Esquivel,0,,188
55,56,114,,,Cisneros Cardoza Sergio,1666,0,1 - 0,0,,Stefanyk Ivan,0,,189
56,57,116,,,Neciosup Antony,1655,0,1 - 0,0,,Vazquez Colin Jorge,0,,200
57,58,118,,,Rodriguez Perez Marta,1636,0,1 - 0,0,,Zhang Richard,0,,217
58,59,120,,,Thanga Manickam M,1623,0,0 - 1,0,GM,Bai Jinshi,2618,,2
59,60,122,,,Ashraf Abanob,1599,0,0 - 1,0,GM,Ali Marandi Cemil Can,2543,,4
60,61,124,,AIM,Gutierrez Bernardini Eduardo,1584,0,0 - 1,0,IM,Matviishen Viktor,2512,,6
61,62,126,,,Pena Flores Luis Fernando,1570,0,0 - 1,0,IM,Reshef Omer,2495,,8
62,63,128,,,Alonso Prieto Victor,1551,0,0 - 1,0,IM,Beradze Irakli,2475,,10
63,64,130,,,Hegde Stuthi,1534,0,0 - 1,0,IM,Berdayes Ason Dylan Isidro,2445,,13
64,65,132,,,Rohit Roy Chaudhary,1519,0,1 - 0,0,FM,Smirnov Timofey,2420,,15
65,66,134,,,Parente Francisco,1506,0,0 - 1,0,IM,Wheeler Cameron,2398,,17
66,67,137,,,Aryandeep Singh Gill,1453,0,0 - 1,0,IM,Lopez Gonzalez Abel Fabian,2379,,19
67,68,139,,,Vanneste Axel,1395,0,0 - 1,0,FM,Tahay Alexis,2366,,21
68,69,141,,,Escamilla Romero Quetzija,1377,0,0 - 1,0,FM,Grieve Harry,2351,,23
69,70,145,,,Sharma Siri,1320,0,0 - 1,0,,Kaustuv Kundu,2301,,27
70,71,147,,,Sudharshan K V,1288,0,0 - 1,0,,Delgado Romero Marco,2282,,29
71,72,149,,,Avikshith I,1230,0,0 - 1,0,WIM,Kiolbasa Oliwia,2255,,31
72,73,151,,,Ng Jun Jie,1171,0,1 - 0,0,FM,Defromont Benjamin,2246,,33
73,74,153,,,Roaa Smreen,1104,0,0 - 1,0,,Poulopoulos Ioannis,2236,,35
74,75,162,,,Chand Aniketh Akhil,0,0,0 - 1,0,,Nasir Zehn,2057,,55
75,76,163,,,Thoriq Aqil,0,0,0 - 1,0,,Njuki Gabriel,1661,,115
76,77,165,,,Diaz Hernandez Arturo Jonathan,0,0,1 - 0,0,,Brandis Benjamin,2029,,59
77,78,168,,,Perez Montealegre Blanca,0,0,0 - 1,0,,Ghulyan Janik,1766,,97
78,79,169,,,Garcia Carlos,0,0,0 - 1,0,,Avila Bautista Roberto Al,2001,,63
79,80,170,,,Cuevas Cuello Carolina,0,0,0 - 1,0,,Dai Wenzhi,2044,,57
80,81,172,,,Navarro Ruiz Christian Joel,0,0,1 - 0,0,WCM,Salas Estrada Ana Valeria,1824,,89
81,82,174,,,Schopfer Clayton,0,0,0 - 1,0,AGM,Osena Alexis Anne,1704,,109
82,83,175,,,Blakeman Cole,0,0,+ - -,0,,Kirilin Dmitrij,2093,,51
83,84,176,,,Arkodipto Dutta,0,0,0 - 1,0,,Aghamir Alrobiai Nizar,2117,,47
84,85,177,,,Chaika Egor,0,0,0 - 1,0,,Lima Martinez Alejandro,2074,,53
85,86,180,,,Hun Erick,0,0,+ - -,0,,Cervero Tristan Jared,1933,,73
86,87,181,,,Sabilla Erlangga Vieg,0,0,0 - 1,0,WCM,Arvizu Rivera Patricia Sa,1735,,103
87,88,184,,,Oyoko Ferdinand,0,0,- - +,0,,Chen Yanting,1775,,95
88,89,187,,,Hanifah Nur Zakiyanti Hanifah,0,0,0 - 1,0,,Ballista Massimiliano,1957,,69
89,90,193,,,Hillebrands Jerome,0,0,0 - 1,0,,Avila Rodriguez Joshua Ad,1940,,71
90,91,195,,,Munes Alpirez Joan,0,0,0 - 1,0,,Fierro Jaquez Carlos Jahi,1833,,87
91,92,196,,,Nogueira Joao,0,0,0 - 1,0,,Pannwitz Kai,1802,,91
92,93,198,,,Kanchev Jordan,0,0,0 - 1,0,,Mentchikov Mikhail,1907,,77
93,94,201,,,Sales Filho Jose Gabriel Sampaio,0,0,1 - 0,0,WCM,Estrada Cantaro Alexandra Fiore,1723,,105
94,95,202,,,Ravinza Karissa,0,0,0 - 1,0,,Rodriguez Silva Sheila Angelica,1745,,101
95,96,203,,,Grace Rode Lanitaman,0,0,0 - 1,0,,Sharan Rao,1992,,65
96,97,204,,,Ortiz Galina Luisa Fernanda,0,0,0 - 1,0,,Subhash K V,1779,,93
97,98,205,,,Jundana M. Qudwah,0,0,0 - 1,0,,Koster Chiel,1913,,75
98,99,206,,,Zaraa Mahmoud,0,0,0 - 1,0,,Luis Anthony Jayanata,1643,,117
99,100,210,,,Arias Perez Nathaly Milagros,0,0,0 - 1,0,FM,Antonov Andrey P.,2137,,45
100,101,213,,,Felia Paschalia Ariawan,0,0,0 - 1,0,,Rosicki Marcin,2023,,61
101,102,215,,,Maurya Praveen Kumar,0,0,0 - 1,0,,Poras Sanjay Kolgane,1858,,83
102,103,218,,,Srivastava Rishav,0,0,1 - 0,0,,Del Cojo Miramontes Alejandro,1677,,113
103,104,220,,,Santos Robert,0,0,0 - 1,0,,Lefrere Jean,1710,,107
104,105,222,,,Aoyama Ryotaro,0,0,0 - 1,0,,Villacorta Nicolas David,2153,,43
105,106,225,,,Miesen Sander,0,0,0 - 1,0,,Mitsui Ryoya,1841,,85
106,107,226,,,R Sharwary M,0,0,0 - 1,0,,Rushynets Ivan,1753,,99
107,108,227,,,Ahmad Shazia,0,0,0 - 1,0,FM,Drakoulakos Grigorios,2219,,37
108,109,228,,,Gupta Shirshajit,0,0,0 - 1,0,,Goncalves Leonardo Yamamoto Por,1979,,67
109,110,229,,,Madiya Sisekelo,0,0,0 - 1,0,,Valente Joao Nuno Baptista,1878,,81
110,111,230,,,Akella Srikar,0,0,0 - 1,0,,Bellissimo Joseph F.,2203,,39
111,112,234,,,Sharda Vinayak,0,0,½ - ½,0,,Bourgoin Cecile,1688,,111
112,113,235,,,Baklazhkov Vladyslav,0,0,- - +,0,WFM,Gorovenko Darya,2106,,49
113,114,236,,,Liu Weifan,0,0,0 - 1,0,,Noir Mathys,1890,,79
114,115,239,,,Amama Zied,0,0,0 - 1,0,,Zaleski Lukasz,2173,,41
