,Bo.,No., ,,Name,Rtg,Pts.,Result,Pts.,,Name,Rtg, ,No.
57,58,58,,,Uilstuguldur Tsambagarav,1189,0,½ - ½,0,,Munkhbadral Erdene-Ochir,0,,134
58,59,135,,,Retief Michael,0,0,0 - 1,0,,Mukhammadiev Khushnudbek,1187,,59
59,60,60,,,Apikyan Sevak,1185,0,1 - 0,0,,Sakhokia Luka,0,,136
60,61,137,,,Samaraweera S M Sethika Hans,0,0,½ - ½,0,,Khaertynov Amirkhan,1184,,61
61,62,63,,,Aitzhan Karim,1180,0,1 - 0,0,,Seo Juwon,0,,138
62,63,139,,,Tajsumov Timour,0,0,0 - 1,0,,Buklaho Ignacy,1179,,64
63,64,65,,,Bespai Daniyal,1171,0,½ - ½,0,,Todmunkh Turbat,0,,140
64,65,141,,,Todua Gabriel,0,0,0 - 1,0,,Eshkol Idan,1171,,66
65,66,67,,,Sodkhulegt Naranbold,1168,0,0 - 1,0,,Trafimchuk Tsikhan,0,,142
66,67,143,,,Tskhovrebadze Alexandre,0,0,0 - 1,0,,Bakhyt Rauan,1166,,68
67,68,69,,,Kadyr Aldiyar,1166,0,½ - ½,0,,Tsolmon Zorigoo,0,,144
68,69,145,,,Tsulaia Giorgi,0,0,½ - ½,0,,Hummatov Safa,1154,,70
69,70,71,,,Khati Tailan,1147,0,1 - 0,0,,Unumunkh Zolbayar,0,,146
70,71,147,,,Valiev Denis,0,0,1 - 0,0,,Otetileu Amanbek,1144,,72
71,72,73,,,Popov Aleksandr And,1141,0,1 - 0,0,,Viazenkin Luka,0,,148
72,73,149,,,Zargaran Sepas,0,0,0 - 1,0,,Wojtun Maksymilian,1138,,74
73,74,75,,,Kais Kristofer,1131,0,0 - 1,0,,Zhordania Nikoloz,0,,150
74,75,151,,,Zhou Martin,0,0,0 - 1,0,,Oh Sejun,1129,,76
