,Bo.,No., ,,Name,Rtg,Pts.,Result,Pts.,,Name,Rtg, ,No.
37,38,85,,,Aaditya Bharadwaj A,0,0,0 - 1,0,WIM,Sliwicka Alicja,2346,,13
38,39,87,,,Soham Ketan Parekh,0,0,0 - 1,0,,Mangi Lenox,1661,,64
39,40,88,,,Masvikeni Admire,0,0,0 - 1,0,,Lesmana Singgih Satria,1875,,44
40,41,89,,,Elbaz Ahmed,0,0,0 - 1,0,,Laxamana John Jasper,2069,,30
41,42,90,,,Ortiz Rodriguez Aldo,0,0,0 - 1,0,,Bencomo Murga Francisco,1816,,50
42,43,91,,,Gros Antonin,0,0,0 - 1,0,,Fadlilah Muhammad Harits,1995,,36
43,44,92,,,Largo Barrientos Antonio,0,0,0 - 1,0,,Debankan Dhara,1950,,40
44,45,93,,,Strygun Arthur,0,0,0 - 1,0,,Porsia Enzo,1752,,56
45,46,97,,,Simonet Benoit,0,0,0 - 1,0,,Aagam Aditya E,1707,,60
46,47,99,,,Turgut Burhan,0,0,0 - 1,0,,Dy Daphne Mae,1578,,70
47,48,100,,,Requejo Flores Christian Daniel,0,0,½ - ½,0,,Pereira Tiago Novaes,1771,,54
48,49,101,,,CARVENNEC Dillan,0,0,0 - 1,0,,Arpan Das,2110,,26
49,50,103,,,Focil Mendoza Felipe Rafael,0,0,0 - 1,0,WCM,Danilova Rada,2048,,32
50,51,104,,,Bastos Fabio,0,0,0 - 1,0,,Xiong Ferdinand,2211,,19
51,52,105,,,Giuriani Giovanni,0,0,0 - 1,0,,Zaza Ludovic,2032,,34
52,53,107,,,Tissier Gregoire,0,0,½ - ½,0,,Falsaveta Ken Nahel,1594,,68
53,54,109,,,Abdelrahman Hanaa,0,0,0 - 1,0,FM,Abdulla Murad,2287,,15
54,55,115,,,Aburto Zapata Juan Dolorier,0,0,0 - 1,0,IM,Ynojosa Aponte Felix Jose,2393,,11
55,56,118,,,Sales Filho Jose Gabriel Sampaio,0,0,0 - 1,0,,Kollias Ioannis K.,1721,,58
56,57,122,,,el Yaman Lynn,0,0,0 - 1,0,,Kender William,1393,,74
57,58,123,,,Radocaj Maja,0,0,0 - 1,0,,Sydoryak Vira,1791,,52
58,59,124,,,Muslija Marcel,0,0,0 - 1,0,,Fierro Jaquez Carlos Jahi,1833,,48
59,60,127,,,Buteau Maxime,0,0,0 - 1,0,FM,Antonov Andrey P.,2137,,23
60,61,128,,,Mobark Mohamed,0,0,0 - 1,0,,Rangel Hernandez Carlos Al,1852,,46
61,62,131,,,Kobasiar Oleh,0,0,0 - 1,0,,Pastuszko Kinga,1984,,38
62,63,133,,,Szalewicz Paulina,0,0,0 - 1,0,,Rodriguez Perez Marta,1636,,66
63,64,134,,,Soares Pedro Felipe,0,0,½ - ½,0,,Mirissage D.O.,1690,,62
64,65,138,,,Christin Raphael,0,0,0 - 1,0,FM,Pratama Constantius Leonardo,2096,,28
65,66,139,,,Mahmudzada Rashad,0,0,0 - 1,0,,Wu Yiqian,1922,,42
66,67,140,,,Zaitmetov Ravshanbek,0,0,0 - 1,0,,Albarez Mendoza Susana,1530,,72
67,68,141,,,Andrade Ricardo,0,0,0 - 1,0,WIM,Kubicka Anna,2235,,17
68,69,142,,,Borovets Rostislav,0,0,0 - 1,0,FM,Scripcaru George-Daniel,2170,,21
