,Bo.,No., ,,Name,Rtg,Pts.,Result,Pts.,,Name,Rtg, ,No.
58,59,59,,,Anemogianni Savvina,0,0,0 - 1,0,,Rida Ruqayyah,0,,136
59,60,137,,,Rilje Lucija,0,0,1 - 0,0,,Antikyan Arina,0,,60
60,61,61,,,Antoniou Evalena,0,0,0 - 1,0,,Sakun Darya,0,,138
61,62,139,,,Salazar Victoria,0,0,1 - 0,0,,Arellano Cuautle Arelit Melina,0,,62
62,63,63,,,Attieh Kate,0,0,0 - 1,0,,September Chameeka,0,,140
63,64,141,,,Shonia Barbare,0,0,1 - 0,0,,Aung Victoria,0,,64
64,65,65,,,Ayithi Yashaswini,0,0,1 - 0,0,,Sinelnichenko Anna,0,,142
65,66,143,,,Sithumsa H G Sasmi,0,0,1 - 0,0,,Beckwith Nehemiah,0,,66
66,67,67,,,Beminiwatte A W M Arundi,0,0,0 - 1,0,,Sivanandan Bodhana,0,,144
67,68,145,,,Speerli Maria,0,0,1 - 0,0,,Carvalho Maria Fernanda Macieira,0,,68
68,69,69,,,Charvi A,0,0,1 - 0,0,,Suresh Aaradhya,0,,146
69,70,147,,,Swasey Dayna-Simone,0,0,0 - 1,0,,Chemaou Lilya,0,,70
70,71,71,,,Chichinadze Anastasia,0,0,1 - 0,0,,Tatchelle Boateng,0,,148
71,72,149,,,Thornton Hayley,0,0,1 - 0,0,,Chinoruma Kupakwashe Caitlyn-Joy,0,,72
72,73,73,,,Chiokadze Barbare,0,0,0 - 1,0,,Tran Le Vy,0,,150
73,74,151,,,Urpeque Guzman Zayaka Isabel,0,0,- - +,0,,Chitanava Nia,0,,74
74,75,75,,,Dalal Dhanika,0,0,0 - 1,0,,Uyangalyankhua Batzaya,0,,152
75,76,153,,,Wang Caitlin,0,0,0 - 1,0,,Devika Sharma,0,,76
76,77,77,,,Diaskyzy Daliya,0,0,0 - 1,0,,Zhuge Katherine,0,,154
