,Bo.,No., ,,Name,Rtg,Pts.,Result,Pts.,,Name,Rtg, ,No.
53,54,108,,,Ccorimanya Ttica Ruth,1677,0,0 - 1,0,,Soto Mejia Sergio Alejandro,0,,226
54,55,110,,,Mangi Lenox,1661,0,1 - 0,0,,Syed Nizam Mehdi,0,,211
55,56,112,,WCM,Avila Bautista Teresa Ale,1642,0,+ - -,0,,Verma Mack Mohan,0,,200
56,57,113,,,Michuki Francis,1637,0,1 - 0,0,,Wasserfallen Benedict,0,,168
57,58,116,,,Vikrant Jaglan,1626,0,1 - 0,0,,Zhang Emily,0,,177
58,59,119,,,Hernandez Santos Hugo Israel,1592,0,0 - 1,0,GM,Sarana Alexey,2649,,1
59,60,121,,,Shreyam Mishra,1577,0,0 - 1,0,GM,Dragun Kamil,2557,,3
60,61,123,,,Mariam Essa,1561,0,0 - 1,0,IM,Vazquez Guillermo,2527,,5
61,62,125,,,Balasuriya Sajini Hasara,1543,0,0 - 1,0,GM,Priasmoro Novendra,2502,,7
62,63,127,,,Cadieu Corentin,1524,0,0 - 1,0,IM,Drygalov Sergey,2490,,9
63,64,129,,,Sanchez Torres Antonio,1519,0,0 - 1,0,GM,Bilguun Sumiya,2454,,11
64,65,131,,,Alves Tiago Marques,1506,0,0 - 1,0,IM,Badelka Olga,2428,,13
65,66,133,,,Purkic Ruza,1483,0,0 - 1,0,IM,Ali Muhammad Lutfi,2399,,15
66,67,135,,AFM,Masliyevych Maksym,1458,0,- - +,0,,Yuan Qingyu,2373,,17
67,68,137,,,Moreno Guillermo,1406,0,0 - 1,0,WGM,Tokhirjonova Gulrukhbegim,2362,,19
68,69,139,,,Khama Letsatsi,1379,0,0 - 1,0,IM,Campos Jimenez Augusto Cesar,2351,,21
69,70,141,,,Davis Christopher,1337,0,0 - 1,0,FM,Fedotov Nikita,2311,,23
70,71,144,,,Sanchez Mendoza Karla Mon,1320,0,0 - 1,0,FM,Chan Kim Yew,2303,,25
71,72,146,,,Tsepo Tjamela,1281,0,0 - 1,0,FM,Muha Miljenko,2290,,27
72,73,148,,,Pineda D. Raul Anibal,1259,0,0 - 1,0,,Yim Sung Ho,2281,,29
73,74,150,,,Salim Azoobi,1176,0,0 - 1,0,,Matanovic Luka,2251,,31
74,75,152,,,Akok Benjamin,1104,0,0 - 1,0,,Pavic Filip,2243,,33
75,76,154,,,Palafox Abel David,0,0,0 - 1,0,,Solime` Marco,1781,,91
76,77,157,,,Negrette Merino Aldo Gabriel,0,0,0 - 1,0,,Bencomo Murga Francisco,1816,,87
77,78,159,,,Aljohani Amjad,0,0,0 - 1,0,,Knox Christopher,2187,,39
78,79,161,,,Gera Anmol,0,0,- - +,0,,Fadlilah Muhammad Harits,1995,,65
79,80,164,,,Debnath Arnab,0,0,0 - 1,0,,Salah Nadezhda,2026,,61
80,81,165,,,Restiani Atika,0,0,0 - 1,0,,Porras Romero  Kenneth,1745,,97
81,82,171,,,Yue Bing,0,0,1 - 0,0,,Vildosola Canales Melany,1632,,115
82,83,173,,,Cabezas Diego,0,0,0 - 1,0,,Tazzioli Luca,2102,,51
83,84,176,,,Kambindangolo Elton,0,0,0 - 1,0,,Nosek Jan,1904,,75
84,85,180,,,Kimuntai Frankline,0,0,- - +,0,WFM,Revita Samantha Glo,1889,,77
85,86,181,,,Cevallos Gabriel,0,0,0 - 1,0,,Laxamana John Jasper,2069,,55
86,87,183,,,Tey He Yang Ryan,0,0,1 - 0,0,,Kunal Das,1655,,111
87,88,185,,,Sree Jayalakshmi,0,0,0 - 1,0,,Khabas Igor,1667,,109
88,89,186,,,Juarez Guadarrama Jonathan Ismae,0,0,0 - 1,0,,Fecker Jan,1932,,73
89,90,187,,,Campos Torres Jose Luis,0,0,- - +,0,,Kern Nicolas,2082,,53
90,91,189,,,Zhu Judy,0,0,0 - 1,0,,Flores Kristine Mae,1613,,117
91,92,192,,,Solanki Lakshay,0,0,0 - 1,0,,Smbatyan Qristine,1685,,107
92,93,193,,,Barrientos Pineda Laura Andrea,0,0,0 - 1,0,FM,Doluweera Minul Sanjula,2139,,45
93,94,194,,,Silva Leonardo De Lima,0,0,0 - 1,0,,Medina Murgado Lien,1707,,103
94,95,196,,,Harada Livia Moreira Fristachi,0,0,0 - 1,0,,Fernandes Tiago Saraiva,1957,,69
95,96,202,,,Boyle Martin,0,0,0 - 1,0,,Wang Yukun,2117,,49
96,97,204,,,Afrizal Alfan Maulana,0,0,0 - 1,0,,Leeb Simon,2207,,37
97,98,205,,,Mapulesi Mcdonald,0,0,0 - 1,0,WFM,Otgonsuvd Batsaikhan,1837,,83
98,99,206,,,Banuprasad Meghana,0,0,0 - 1,0,WFM,Shamatava Ana,2155,,43
99,100,208,,,Rodriguez Palacios Nancy Lizbeth,0,0,0 - 1,0,,Jin Fabian,1728,,99
100,101,210,,,Jha Nishankumar,0,0,0 - 1,0,,Maher Conor,1939,,71
101,102,213,,,Acevedo Oscar,0,0,0 - 1,0,,Kouskoutis Georgios-Alexandros,2231,,35
102,103,214,,,Ple Olivier,0,0,0 - 1,0,,Lemi Daniel John,1752,,95
103,104,215,,,Nicorescu Patricia,0,0,0 - 1,0,WFM,Garcia Angie,1802,,89
104,105,217,,,Li Qiao,0,0,0 - 1,0,,Rangel Hernandez Carlos Al,1852,,81
105,106,218,,,Peredo Ricardo,0,0,1 - 0,0,,Fort Adelin,1774,,93
106,107,219,,,Bobby Rohan,0,0,0 - 1,0,,Gallestey Calvo Ariel,2125,,47
107,108,222,,,Vishu Saini,0,0,0 - 1,0,,Koh Wei Heng Jeffery,1637,,114
108,109,223,,,Sanchez Salma,0,0,+ - -,0,,Boera Felix,1716,,101
109,110,228,,,Sithole Sibonelo,0,0,- - +,0,,Uttam Prakash Sharma,1694,,105
110,111,229,,,Lazar Stanislav,0,0,0 - 1,0,,Lesmana Singgih Satria,1875,,79
111,112,231,,,Darshana Suriyabandara,0,0,0 - 1,0,,Nyambileg Erdene-Ochir,2038,,59
112,113,232,,,Mathe Thobani Ricky,0,0,- - +,0,,Abylkasymov Kairatbek,1827,,85
113,114,233,,,Goldie Thomas,0,0,1 - 0,0,WIM,Nur Abidah Shanti,1986,,67
114,115,236,,,Chan Tony,0,0,0 - 1,0,,Baltazar Ibanez Diego,2054,,57
115,116,238,,,Douglas William,0,0,0 - 1,0,,Nalbandyan Vahan,2014,,63
