,Bo.,No., ,,Name,Rtg,Pts.,Result,Pts.,,Name,Rtg, ,No.
25,26,26,,,Bernardo Darry,2114,0,1 - 0,0,,Yesu BabuK,1265,,151
26,27,152,,,Talikadze Leri,1260,0,½ - ½,0,AGM,Lopez Henry,2107,,27
27,28,28,,,Piekielny Pawel,2104,0,1 - 0,0,,Johari Mohd Johar,1259,,153
28,29,154,,,Serebryakov Sergey,1256,0,0 - 1,0,,Bernardi Ruben,2102,,29
29,30,30,,,Ermakov Maksim,2092,0,1 - 0,0,,Nevarez Castro Andres,1250,,155
30,31,156,,,Delgado Tigasi Andrea,1243,0,- - +,0,,Kuprin Vladimir,2087,,31
31,32,32,,,Amato Leonel,2068,0,1 - 0,0,,Mrunali Pande,1236,,157
32,33,158,,ACM,Angappan A,1233,0,- - +,0,,Alam Md. Khorshed,2065,,33
33,34,34,,,Danilchenko Dmitrij,2065,0,1 - 0,0,,Megha Chakraborty,1232,,159
34,35,160,,,Siti Safura Jaafar,1231,0,0 - 1,0,,Lukas Norbert,2049,,35
35,36,36,,FM,Maia Jose Eduardo Bastos O.,2043,0,- - +,0,,Yalcinkaya Umuralp,1222,,161
36,37,162,,,Yardimci Bekir Ertan,1208,0,0 - 1,0,,Miozga Tomasz,2035,,37
37,38,38,,,Naveen Kumar A.,2035,0,1 - 0,0,,Cayo Ana Carolina,1204,,163
38,39,164,,,Guleryuz Zeynep,1199,0,0 - 1,0,,Choroszej Aleksander,2031,,39
39,40,40,,,Basualto Penalieres Pedro,2025,0,1 - 0,0,,Mosongoh Geoffrey Maoga,1199,,165
40,41,166,,,Sestov Artemiy,1193,0,0 - 1,0,,Rivas Cabrera Edgar,2019,,41
41,42,42,,,Selkovski Zarko,2008,0,- - -,0,,Marufa Azad Sukanna,1190,,167
42,43,168,,,Inal Ahmet Taha,1185,0,½ - ½,0,FM,Ibar Marcelo,1995,,43
43,44,44,,,Kolomytchenko Igor,1992,0,1 - 0,0,,Othman Saiful Azham,1184,,169
44,45,170,,,Cevallos Carlos,1165,0,1 - 0,0,,Dima Mihai,1981,,45
45,46,46,,,Messala Jamal,1965,0,1 - 0,0,,Nikhil G,1155,,171
46,47,172,,,Ayush Jaiswal,1137,0,- - +,0,,Szalko Maciej,1964,,47
47,48,48,,,Singh Ashutosh,1955,0,1 - 0,0,,Jwalamukhi K.V.,1130,,173
48,49,174,,,Akok Benjamin,1111,0,0 - 1,0,,Husain Ejaz,1952,,49
49,50,50,,AIM,Fernandez Lago David,1950,0,+ - -,0,,Ozturk Busra,1100,,175
50,51,176,,,Castaneda Quiames Fabian Alejandro,1072,0,½ - ½,0,,Bukarin Mikhail,1946,,51
51,52,52,,,Pronin Vladimir,1934,0,- - +,0,AFM,Lauser Jessica T,0,,177
52,53,178,,ACM,Dzhankezov Batyr,0,0,0 - 1,0,,Mulenko Alexander,1929,,53
53,54,54,,,Kostadinovski Zoran,1926,0,- - +,0,,Ahmad Mohd Azanni,0,,179
54,55,180,,,Alshmsan Fahd,0,0,0 - 1,0,,Aghalarov Habibulla,1923,,55
55,56,56,,WFM,Stolarczyk Anna,1916,0,1 - 0,0,,Altas Selman,0,,181
56,57,182,,,Aniket Mohapatra,0,0,0 - 1,0,,McConnell Griffin,1913,,57
57,58,58,,,von der Lippe Hans-Bernd,1911,0,1 - 0,0,,Ankhzaya Bayanbileg,0,,183
58,59,184,,,Arias Cano Iliak Omar,0,0,0 - 1,0,,Gjorgjevski Janco,1907,,59
59,60,60,,FM,Venkata Krishna Karthik K,1903,0,1 - 0,0,,Baasankhuu Boldbaatar,0,,185
60,61,186,,,Balivada Sai Deepak,0,0,0 - 1,0,,Afraoui Solenn,1900,,62
61,62,63,,,Pallerols Duran Mario,1899,0,1 - 0,0,,Balmagambetov Akhmetkarim,0,,187
62,63,188,,,Bat-Erdene Myakhlai,0,0,- - +,0,,Simon Batista Lorenzo Alexis,1891,,64
63,64,65,,,Rodriguez Pirela Luis Anibal,1880,0,+ - -,0,,Blandon Jaramillo Raul Antonio,0,,189
64,65,190,,,Budragchaa Serdamba,0,0,0 - 1,0,,Tumenbayar Tserenjav,1866,,66
65,66,67,,,Vasquez Georges,1864,0,1 - 0,0,,Capakli Fatma,0,,191
66,67,192,,,Delgerdalai Gan-Ochir,0,0,0 - 1,0,,Abiad Parra Victor,1860,,68
67,68,69,,,Osorio Jesus Camilo,1859,0,1 - 0,0,,Du Plooy Christo,0,,193
68,69,194,,,Flores Bernholz Tatiana,0,0,0 - 1,0,,Pokotaiev Vladyslav,1839,,70
69,70,71,,,Perez Gilbert,1835,0,1 - 0,0,,Fu Xinyu,0,,195
70,71,196,,,Ganbaatar Tserennadmid,0,0,0 - 1,0,WCM,Myronenko Natalya,1830,,72
71,72,73,,,Kasperczyk Szymon,1816,0,½ - ½,0,,Ganbat Dashtseren,0,,197
72,73,198,,,Gangantsetseg Dorjpurev,0,0,- - +,0,,Marrero Infante Karla,1812,,74
73,74,75,,,Sarkar Md. Ali Newaz,1809,0,½ - ½,0,,Garcia Cabrera Elio Eddys,0,,199
74,75,200,,,Gomez Aldric,0,0,0 - 1,0,,Miheso Clement Chomu,1803,,76
75,76,77,,,Sarkar Bappi,1803,0,1 - 0,0,,Guevara Cruz Lizbeth Arleyne,0,,201
76,77,202,,,Guliyev Elshad,0,0,- - +,0,,Vieru Eugen-Cezar,1798,,78
77,78,79,,,Garzon Zapatanga Christopher Leonel,1795,0,+ - -,0,,Gumbo Ropafadzo,0,,203
78,79,204,,,Gunduz Azat,0,0,+ - -,0,,Zeynalov Alakbar,1794,,80
79,80,81,,,Batista Rivera Idalis,1786,0,½ - ½,0,,Guo Runpeng,0,,205
80,81,206,,,Guzel Hakan,0,0,+ - -,0,,Nguyen Van Quan,1783,,82
81,82,83,,,Lukasik Zuzanna,1774,0,1 - 0,0,,Hanke Holger,0,,207
82,83,208,,,Hassan Daudi,0,0,- - +,0,,Makwana Ashvin K,1768,,84
83,84,85,,,Ismail Mohammed Aayan,1761,0,1 - 0,0,,Hromova Yevheniia,0,,209
84,85,210,,,Ibraimov Kubanychbek,0,0,- - +,0,,Soundarya Kumar Pradhan,1749,,86
85,86,87,,,Curticapean Pavel,1729,0,- - +,0,,Ilgin Erhan,0,,211
86,87,212,,,Isik Levent,0,0,0 - 1,0,,Polanco Colina Juan Marcos,1729,,88
87,88,89,,WFM,Aleksandrova Aleksandra,1728,0,0 - 1,0,,Jambaljamts Khurelbaatar,0,,213
88,89,214,,,Kavad Rupal Gunubhai,0,0,0 - 1,0,,Kozhakhmetov Sultan,1723,,90
89,90,91,,,Lopez Jose Luis,1691,0,- - +,0,,Kudaibergenov Beksultan,0,,215
90,91,216,,,Kudainazarova Dariia,0,0,1 - 0,0,,Gomez Aranguren Alexis Jose,1690,,92
91,92,93,,,Leopoldo Adriano,1670,0,- - +,0,,Lall Anaya,0,,217
92,93,218,,,Laxman Kamble,0,0,- - +,0,CM,Samarth J Rao,1664,,94
93,94,95,,,Tryjanska Emilia,1658,0,1 - 0,0,,Lim Yee Jin,0,,219
94,95,220,,,Lucero Miranda Katherine Itzel,0,0,- - +,0,,Sundui Sonom,1645,,96
95,96,97,,,Mekus Manuela,1644,0,1 - 0,0,,Mandakhbayar Byambasuren,0,,221
96,97,222,,,Mashonganyika Tafadzwa,0,0,- - +,0,,Saltik Suleyman,1639,,98
97,98,99,,,Kimsanboyev Axadxon,1636,0,½ - ½,0,,Mohd Ibrahim Muhd Idris,0,,223
98,99,225,,,Munoz Alba Cristal,0,0,0 - 1,0,,Marimuthu K,1630,,101
99,100,102,,,Farajzade Oruj,1628,0,1 - 0,0,,Muthochi Nelson,0,,226
100,101,227,,,Natelauri Margalita,0,0,+ - -,0,,Dal Ibrahim,1626,,103
101,102,104,,,Marchidan Costica,1623,0,1 - 0,0,,Nguyen Khanh Lam,0,,228
102,103,229,,,Nguyen Thi Minh Thu,0,0,+ - -,0,,Sabau Ioan,1597,,105
103,104,106,,,Andrienko Artem,1588,0,1 - 0,0,,Okumu Ben,0,,230
104,105,231,,,Palacio Yeritzel,0,0,- - +,0,,Loo Pin Xie,1571,,107
105,106,108,,,Zielinska Aleksandra,1569,0,1 - 0,0,,Pesso Levy Nataly Tal,0,,232
106,107,233,,,Pham Le Anh Kiet,0,0,1 - 0,0,,Moulin Marie,1568,,109
107,108,110,,,Altinok Kerim Osman,1565,0,+ - -,0,,Priyanka Kumari,0,,234
108,109,235,,,Qvelashvili Giorgi,0,0,0 - 1,0,,Rada Florin-Iulian,1563,,111
109,110,112,,,Shankar Pranav,1559,0,+ - -,0,,Rebecca Kanja Ntarangwi,0,,236
110,111,237,,,Sanguesa Pool Pedro Alberto,0,0,0 - 1,0,,Jacome Esteban,1549,,113
111,112,114,,,Ozalp Sinan,1549,0,+ - -,0,,Sanskruti Vikas More,0,,238
112,113,239,,,Shaimov Almas,0,0,0 - 1,0,,Sarmiento Rodolfo,1546,,115
113,114,116,,,Altinok Selim Eyup,1536,0,1 - 0,0,,Shirendev Jantsan,0,,240
114,115,241,,,Stinson Jaydon,0,0,- - +,0,,Doan Thu Huyen,1535,,117
115,116,118,,,Saponara Caizzi Jose Maria,1524,0,1 - 0,0,,Tsiteladze Roman,0,,242
116,117,243,,,Tuvshinbaatar Ganbaatar,0,0,1 - 0,0,,Bespalov Vadim,1515,,119
117,118,120,,,Timm Jordan,1506,0,+ - -,0,,Urantsetseg Khishigbat,0,,244
118,119,245,,,Urda Palacio Carlos Mario,0,0,+ - -,0,,Chikafu Onai,1494,,121
119,120,122,,,Novruzov Muhammad,1490,0,+ - -,0,,Usmanov Dias,0,,246
120,121,247,,,Wang Ming,0,0,1 - 0,0,,Ciruelos Clerencia Juan Manuel,1489,,123
121,122,124,,,Rakhatbekov Tilegen,1488,0,1 - 0,0,,Willms Martin,0,,248
122,123,249,,,Yuan Shoubo,0,0,0 - 1,0,,Toulemont Anouk,1476,,125
