,Bo.,No., ,,Name,Rtg,Pts.,Result,Pts.,,Name,Rtg, ,No.
70,71,143,,,Handa Shivam,1323,0,0 - 1,0,,Kiproski Branislav,2300,,23
71,72,146,,,Donjuan Perez Vanessa,1272,0,0 - 1,0,FM,Abdulla Murad,2287,,26
72,73,148,,,Rosinski Jan,1226,0,0 - 1,0,FM,Santiago Vilca Christian Amilca,2257,,28
73,74,150,,,Collin Josephine,1171,0,- - +,0,FM,Avramidou Anastasia,2238,,30
74,75,152,,,Harshana Pillai,1073,0,0 - 1,0,CM,Ursan Petru-Sebastian,2225,,32
75,76,155,,,Pablo Sotelo Abraham De Jesus,0,0,0 - 1,0,,Bahamondes Cepeda Jose Patricio,1893,,80
76,77,159,,,Akramkhujaev Akbarkhuja,0,0,+ - -,0,FM,Shoboev Dandar,2185,,36
77,78,163,,,Raneen Altahrawi,0,0,0 - 1,0,,Zhang Hou Han,1813,,91
78,79,164,,,Goncalves Ana Margarida,0,0,0 - 1,0,,Hernandez Ruiz Jonathan,2024,,62
79,80,166,,,Barrera Gama Andre Carlos,0,0,0 - 1,0,,Ccerhuayo Escobedo Mels Leopold,2153,,40
80,81,167,,,Shattuck Andrew,0,0,½ - ½,0,,Shile Lenny Mataiga,1751,,99
81,82,168,,,Somani Anuj,0,0,- - +,0,,Burignat Yohan,1712,,105
82,83,169,,,Wahyudi Ariski,0,0,1 - 0,0,,Shibashish Mahapatra,1652,,113
83,84,172,,,Mochamad Aufa Erditya Pratama Au,0,0,½ - ½,0,,Nagornyy Dmitry,1926,,74
84,85,173,,,Singh Avineet,0,0,0 - 1,0,,Pheng Wissam,1739,,101
85,86,174,,,Tsogt-Ochir Bold,0,0,0 - 1,0,,Zielinski Konrad,1691,,109
86,87,179,,,Poghosyan David,0,0,1 - 0,0,,Verastegui Marca Eduardo Raul,1843,,85
87,88,184,,,Pena Vasquez Emerson,0,0,1 - 0,0,,Tawegoum Ivan,1880,,82
88,89,186,,,Mohammad Fajar Al Walidayn,0,0,1 - 0,0,,Wu Yiqian,1922,,76
89,90,187,,,Medson Gaga,0,0,0 - 1,0,,Grataloup Quentin,1933,,73
90,91,189,,,Pundir Harsh,0,0,0 - 1,0,,Waardenburg Feline,1836,,87
91,92,190,,,Rajput Harshit,0,0,- - +,0,,Samekto Gracelia Paramesthi,1826,,89
92,93,193,,,Bedi Ishaan,0,0,0 - 1,0,,Korniotis Filippos,2133,,42
93,94,194,,,Chhangani Ishan,0,0,0 - 1,0,,Umbetov Kazybek,2073,,54
94,95,196,,,Haynes Javaughn,0,0,0 - 1,0,,Eliezer Segev,2004,,64
95,96,200,,,Aburto Zapata Juan Dolorier,0,0,- - +,0,,Gasic Merino Franco,2204,,34
96,97,201,,,Calderon Nolazco Junior Adelfo,0,0,0 - 1,0,,Kools Thomas,2103,,49
97,98,202,,,Duenez Kai,0,0,1 - 0,0,,Krstic Milos,2058,,56
98,99,206,,,Westin Lana Goncalves,0,0,0 - 1,0,,Bastos Ana Raquel Da Costa,1636,,115
99,100,210,,,Carrasco Lizarraga Luis Eduardo,0,0,0 - 1,0,,Wei Siwei,2099,,50
100,101,211,,,Loleh M. Zainal A,0,0,0 - 1,0,,Ciocan Maria-Alexandra,1982,,68
101,102,212,,,Blasio Lozano Maria Regina,0,0,0 - 1,0,,Ypma Jord,2116,,46
102,103,216,,,Alkibbee Mohammed,0,0,0 - 1,0,WFM,Cosman Andreea-Marioara,2164,,38
103,104,218,,,Mwinjiro Orama,0,0,0 - 1,0,,Rajaryan Kuvelkar,1905,,78
104,105,220,,,Castillo Osiel,0,0,0 - 1,0,,Mehta Jwalin,2086,,52
105,106,222,,,Gathoni Paul Waweru,0,0,- - +,0,,Zaza Ludovic,2032,,60
106,107,224,,,Soares Pedro Felipe,0,0,0 - 1,0,,Gagarin Ivan,1725,,103
107,108,225,,,Ma Qianli,0,0,0 - 1,0,,Huarcaya Silloca Carlos Enrique,1942,,70
108,109,227,,,Xicay Roberto,0,0,0 - 1,0,,Anipchenko Polina,1619,,117
109,110,229,,,Elhussein Salma,0,0,0 - 1,0,,Dubuisson Samuel,2044,,58
110,111,231,,,Lim Shi Chen Kerwin,0,0,0 - 1,0,,Chmielarz Maciej,1993,,66
111,112,232,,,Samarth Shukla,0,0,0 - 1,0,,Cona Jara David,1779,,95
112,113,234,,,Tkvss Sri Krishna,0,0,1 - 0,0,,De Paula Luan Araujo,1706,,107
113,114,236,,,Sahu Surya Prakash,0,0,0 - 1,0,,Alvredo Satriawan Singgih,1801,,94
114,115,237,,,Uutoni Teolifus,0,0,0 - 1,0,,Grammatikaki Aggeliki,1682,,111
115,116,238,,,Bhangar Vaishnavi,0,0,1 - 0,0,,Lage Pedro Ferreira,2123,,44
116,117,240,,,Shakuali Zhansaya,0,0,0 - 1,0,,Bebnik Malgorzata,1758,,97
117,118,241,,,Zou Zihang,0,0,1 - 0,0,,Balewa Jimmy,1595,,119
