,Bo.,No., ,,Name,Rtg,Pts.,Result,Pts.,,Name,Rtg, ,No.
56,57,164,,,Shahar Uzair,1302,0,0 - 1,0,AIM,Cahaya Satria Duta,1820,,57
57,58,58,,,Matviienko Mykhailo,1809,0,1 - 0,0,,Tieppo Robert Jack,1301,,165
58,59,166,,,Ramirez Camilla Agustin,1295,0,0 - 1,0,,Marzouq Chowdhury,1801,,59
59,60,60,,,Vrashank Chouhan,1795,0,1 - 0,0,,Kosta Kelvin,1293,,167
60,61,168,,,Finnerty Andrew,1292,0,0 - 1,0,,Reynard Kristopher,1794,,61
61,62,62,,CM,Xuan Owen,1792,0,1 - 0,0,,Prabhakar Chandresh,1288,,169
62,63,170,,CM,Lwanga Odongo,1269,0,- - +,0,,Safarov Deniel,1785,,63
63,64,64,,,Seyid Huseyn,1781,0,1 - 0,0,,Orgilon Batsaikhan,1259,,171
64,65,172,,,Tornaritis Kriton,1246,0,0 - 1,0,,Amigo Quintana Antu,1779,,65
65,66,66,,,Fleri Matthew,1778,0,1 - 0,0,,Pride Avian,1208,,173
66,67,174,,,Guarniz Sandoval Harold Oliver Paul,1202,0,1 - 0,0,,Mendez Andre,1773,,67
67,68,68,,,Ajith Aayush,1770,0,1 - 0,0,,Mahtani Rohit,1189,,175
68,69,176,,,Prescod Rory,1183,0,0 - 1,0,,Kolani Arjun,1770,,69
69,70,70,,,Seder Mohamad,1759,0,1 - 0,0,,Jayasundara J M Daham V,1181,,177
70,71,178,,,Tangsunawan Tada,1168,0,0 - 1,0,,Burbach Brunel Baron,1757,,71
71,72,72,,,Arsh Shah,1751,0,0 - 1,0,,Ben Rayana Mohamed,1156,,179
72,73,180,,,Herdem Talha,1151,0,½ - ½,0,ACM,Anand Aryan,1750,,73
73,74,74,,AGM,Sahib Singh,1745,0,1 - 0,0,,Ortiz Bogdanov Pablo,1144,,181
74,75,182,,,Abdulla Abdul Qader,1135,0,- - +,0,,Nemsadze Daviti,1744,,75
75,76,76,,,Wang Ryan R,1741,0,1 - 0,0,,Khemlani Krish,1129,,183
76,77,184,,,Kikkas Daniel,1088,0,0 - 1,0,,De Lima Enzo Magalhaes,1732,,77
77,78,78,,,Latorre Vincent,1731,0,1 - 0,0,,Terence Melvin,1082,,185
78,79,186,,,Shah Vyom Kunjal,1064,0,0 - 1,0,,Lee Jing Xi Jonathan,1730,,79
79,80,80,,,Shapovalovi Vasiko,1726,0,1 - 0,0,,Lashley Keon,1055,,187
80,81,188,,,Subramaniam Ananth,1055,0,0 - 1,0,,Jodorcovsky Alejandro David,1715,,81
81,82,82,,,Shamatava Nikolozi,1714,0,1 - 0,0,,Abdellahi Khaled Abdellahi,0,,189
82,83,190,,,Batorshyn Ilia,0,0,1 - 0,0,,Petti Luca Giovanni,1711,,83
83,84,84,,,Lopez Garcia Miguel Angel,1706,0,1 - 0,0,,Callender Taariq,0,,191
84,85,192,,,Colon Vazquez Yosuan D.,0,0,- - +,0,,An Dinh Minh,1701,,85
85,86,86,,,Yuen Noah Nathaniel,1699,0,1 - 0,0,,Durruoglu Pierre Akin,0,,193
86,87,194,,,El Nawar Peter,0,0,½ - ½,0,,Antoniou Rafail,1696,,87
87,88,88,,,Arias Diaz Miguel Angel,1694,0,1 - 0,0,,Ferguson Tadan,0,,195
88,89,196,,,Freytes Henriquez Kali,0,0,0 - 1,0,,John Veny Akkarakaran,1687,,89
89,90,90,,,De Carvalho Vitor Augusto Ponciano,1683,0,1 - 0,0,,Hadjipetris Michalis,0,,197
90,91,198,,,Jorajuria Mendoza Zuben Algenubi,0,0,0 - 1,0,,Arjun Sidharth S,1665,,91
91,92,92,,,Al Shamsi Hamad Naseer,1658,0,- - +,0,,Karsten Jan,0,,199
92,93,200,,,Kot Emanuel,0,0,1 - 0,0,,Mammadov Ilgar,1658,,93
93,94,94,,,Revinthran Darshan,1652,0,+ - -,0,,Lavagnino Sanchez Pablo Alberto,0,,201
94,95,202,,,Lebedinskis Denis,0,0,0 - 1,0,,Xu Jayden,1649,,95
95,96,96,,,Fleri Luke,1643,0,1 - 0,0,,Min Eric,0,,203
96,97,204,,,Nwedo Khodani,0,0,0 - 1,0,,Asadli Toghrul,1633,,97
97,98,98,,,Surya Cleon Amadeus,1629,0,1 - 0,0,,Okabe Yuma,0,,205
98,99,206,,,Okuno Rion,0,0,1 - 0,0,CM,Sarda Pedro Sada,1625,,99
99,100,100,,,Batista Rosas Nicolas Arturo,1623,0,1 - 0,0,,Omar Ouadnouni,0,,207
100,101,208,,,Prado Mendivil Juan David,0,0,- - +,0,,Shubh Kapur,1617,,101
101,102,102,,,Shaw Jaden,1614,0,1 - 0,0,,Prata Luis,0,,209
102,103,210,,,Primus Emmanuel,0,0,0 - 1,0,,Han Xuqian Ben,1612,,103
103,104,104,,,Ramaj Ergit,1610,0,+ - -,0,,Sandoval Nizama Gabriel Eduardo,0,,211
104,105,212,,,Spencer Justin,0,0,0 - 1,0,,Ulziikhishig Khishigbat,1601,,105
105,106,106,,,Miranda Samudio Adrian Jafeth,1598,0,0 - 1,0,,Suico Daniel,0,,213
106,107,214,,,Sweeney-Barrett Leonard,0,0,1 - 0,0,,Vermehren Nicolas,1589,,107
