,medium,time_control,age_diff,home_country_diff,rating_diff,players_sex,first_game_diff,n_tour_diff,n_game_diff,score_diff,n_games_higher,n_upset_higher,n_peo,n_upset_peo,upset
1199,online,standard,44,0,464.0,MM,0,0,-32,0.1041666666666666,18,2,0,0,1
1200,online,standard,-5,0,230.0,MM,0,0,0,0.0,2,0,0,0,0
1201,online,standard,29,0,300.0,MM,1,-7,-47,-0.0319148936170212,7,1,0,0,1
1202,online,standard,11,0,361.0,MM,0,-3,-29,0.1852941176470588,14,6,0,0,0
1203,online,standard,41,0,524.0,MM,1,-19,-109,-0.0871559633027523,16,3,0,0,0
1204,online,standard,5,0,383.0,MM,0,-7,-29,0.2084745762711863,8,0,0,0,1
1205,online,standard,0,0,378.0,MF,0,2,23,0.1111111111111111,5,2,0,0,0
1206,online,standard,2,0,383.0,MM,0,9,85,-0.0490196078431373,3,2,0,0,1
1207,online,standard,34,0,260.0,MM,1,-2,-14,-0.1428571428571429,6,3,0,0,1
1208,online,standard,-15,0,345.0,MM,1,-5,-34,0.1029411764705882,18,5,0,0,1
1209,online,standard,30,0,329.0,MF,0,-2,-12,-0.25,5,2,0,0,1
1210,online,standard,-21,0,294.0,FM,0,7,58,0.1095238095238094,8,4,0,0,0
1211,online,standard,-30,0,513.0,MM,0,-9,-67,0.1897010647010646,8,2,0,0,0
1212,online,standard,-13,0,241.0,MM,-1,12,78,0.1538461538461538,0,0,0,0,0
1213,online,standard,-2,0,468.0,MM,0,5,58,-0.1415686274509804,3,2,0,0,0
1214,online,standard,-3,0,292.0,MM,0,-5,-36,-0.3058823529411765,9,5,0,0,1
1215,online,standard,-9,0,230.0,MM,0,0,0,0.0,0,0,0,0,0
1216,online,standard,-1,0,219.0,MF,0,-4,-29,0.4696969696969697,15,5,0,0,1
1217,online,standard,36,0,316.0,MM,0,-6,-40,-0.3176291793313069,7,1,0,0,0
1218,online,standard,-5,0,555.0,MM,0,-1,-20,0.1799999999999999,1,1,0,0,1
1219,online,standard,17,0,535.0,MM,0,4,22,0.2168458781362007,4,4,0,0,0
1220,online,standard,29,0,473.0,MF,0,3,2,0.0363095238095237,5,2,0,0,0
1221,online,standard,36,0,361.0,MF,0,0,9,0.3428571428571429,0,0,0,0,1
1222,online,standard,22,0,502.0,MM,0,-7,-40,0.1926851025869759,8,0,0,0,0
1223,online,standard,33,0,263.0,MM,0,-9,-85,-0.0723684210526315,18,2,0,0,1
1224,online,standard,6,0,396.0,MM,1,-2,-14,-0.1428571428571429,6,3,0,0,1
1225,online,standard,3,0,411.0,MF,0,0,12,0.0277777777777777,5,2,0,0,0
1226,online,standard,0,0,361.0,MM,0,8,68,0.142156862745098,18,5,0,0,1
1227,online,standard,-26,0,517.0,MM,0,0,-4,-0.1167048054919908,3,2,0,0,1
1228,online,standard,14,0,465.0,MF,1,-3,-14,0.2142857142857143,8,1,0,0,0
1229,online,standard,19,0,442.0,MF,0,-5,-29,-0.1910569105691057,12,1,0,0,0
1230,online,standard,23,0,378.0,MM,0,8,48,-0.0194805194805194,2,2,0,0,1
1231,offline,standard,-41,-1,482.0,MM,0,11,78,0.1609907120743033,7,1,0,0,0
1232,offline,standard,18,0,465.0,MF,0,-9,-48,0.4707602339181286,15,2,0,0,0
1233,offline,standard,-13,0,414.0,MF,0,21,195,0.2156883009508061,12,4,0,0,0
1234,offline,standard,-41,0,407.0,FM,1,-2,-18,-0.0277777777777777,10,6,0,0,0
1235,offline,standard,-2,0,868.0,MM,0,3,30,0.4269005847953216,9,0,1,0,0
1236,offline,standard,-27,0,277.0,MM,0,6,38,-0.0175438596491228,3,1,0,0,0
1237,offline,standard,28,0,221.0,MM,0,-10,-85,0.3806146572104019,15,6,1,1,1
1238,offline,standard,-16,0,621.0,FM,0,2,14,0.1680216802168022,9,0,0,0,0
1239,offline,standard,-16,0,304.0,MF,0,9,62,0.1146104664930144,12,4,0,0,0
1240,offline,standard,-17,-1,219.0,MM,0,19,189,-0.0642805625676162,5,2,0,0,1
1241,offline,standard,3,0,220.0,MM,0,-2,-8,0.1267245784363821,28,8,0,0,1
1242,offline,standard,1,0,338.0,MM,0,0,5,0.8194444444444444,1,0,0,0,0
1243,offline,standard,19,0,238.0,MF,0,-3,0,0.1754385964912281,15,2,0,0,1
1244,offline,standard,2,0,271.0,MM,0,2,1,0.0677491601343784,15,6,0,0,0
1245,offline,standard,-35,0,504.0,MM,0,25,218,0.0781544256120527,10,6,0,0,0
1246,offline,standard,-21,0,921.0,MM,0,46,408,0.3950191570881226,9,0,0,0,0
1247,offline,standard,-11,0,295.0,MF,0,5,46,0.031170158405723,15,2,0,0,0
1248,offline,standard,14,0,247.0,MF,0,1,16,0.2588789045785195,12,4,0,0,0
1249,offline,standard,12,1,663.0,MM,0,-2,-10,0.2483660130718954,9,0,0,0,0
1250,offline,standard,-1,0,227.0,MM,0,-6,-48,0.2953216374269005,3,1,0,0,0
1251,offline,standard,-47,-1,275.0,FM,1,-2,-17,0.0294117647058823,7,1,0,0,0
1252,offline,standard,-4,0,757.0,MM,0,-3,-23,-0.0972222222222222,9,0,0,0,0
1253,offline,standard,-11,0,567.0,MF,-1,3,22,0.3181818181818182,0,0,0,0,0
1254,offline,blitz,8,0,534.0,MM,-1,4,23,0.0869565217391304,0,0,0,0,0
1255,offline,blitz,0,0,337.0,MM,0,2,22,0.0628205128205128,0,0,0,0,0
1256,offline,blitz,-6,0,337.0,MM,0,-3,-8,0.0095238095238096,4,1,0,0,0
1257,offline,blitz,-12,0,286.0,MM,0,-1,-9,-0.0357142857142857,4,1,0,0,0
1258,offline,blitz,-1,0,261.0,MM,0,-1,-8,0.1151515151515151,2,1,0,0,0
1259,offline,blitz,23,0,263.0,MM,-1,4,16,-0.1875,0,0,0,0,0
1260,offline,blitz,-4,0,268.0,MM,1,-5,-36,-0.0416666666666666,4,0,0,0,0
1261,offline,blitz,3,0,276.0,MF,0,0,0,0.1666666666666666,4,0,0,0,0
1262,offline,blitz,-12,0,273.0,MM,0,1,4,0.0374999999999999,1,0,0,0,0
1263,offline,blitz,0,0,274.0,MF,0,1,4,-0.0674603174603174,3,1,0,0,0
1264,offline,blitz,4,0,274.0,MM,-1,4,25,0.0799999999999999,0,0,0,0,1
1265,offline,blitz,-15,0,293.0,MM,0,-2,-12,0.1711229946524065,17,3,0,0,0
1266,offline,blitz,7,0,317.0,MM,0,3,21,0.2499999999999999,5,1,0,0,0
1267,offline,blitz,-18,0,335.0,MM,0,-1,-11,-0.3571428571428571,0,0,0,0,0
1268,offline,blitz,-9,0,314.0,MM,0,10,123,-0.1648936170212766,0,0,0,0,0
1269,offline,blitz,0,0,338.0,MF,0,-3,-25,0.1026785714285714,7,2,0,0,0
1270,offline,blitz,3,0,361.0,MM,1,-17,-130,0.0884615384615384,49,9,0,0,0
1271,offline,blitz,0,0,361.0,MM,0,-1,-3,0.0217391304347825,9,4,0,0,0
1272,offline,blitz,-1,0,338.0,MM,0,0,0,0.1739130434782609,13,6,0,0,0
1273,offline,blitz,2,0,352.0,MM,0,0,0,0.0,0,0,0,0,1
1274,offline,blitz,-18,0,363.0,FM,0,0,0,0.0,0,0,0,0,0
1275,offline,blitz,20,0,454.0,MM,0,-1,-16,-0.0797101449275361,6,1,0,0,0
1276,offline,blitz,14,0,251.0,MM,0,3,30,0.0279720279720279,0,0,0,0,0
1277,offline,blitz,-3,0,270.0,MM,0,-11,-134,0.2244174265450861,27,2,0,0,0
1278,offline,blitz,-1,0,207.0,MM,0,-1,-4,0.1362745098039215,17,3,0,0,1
1279,offline,blitz,7,0,224.0,MM,0,2,-3,0.2166666666666666,5,1,0,0,1
1280,offline,blitz,30,0,243.0,MM,-1,2,14,0.0357142857142857,0,0,0,0,1
1281,offline,blitz,6,0,235.0,MM,0,2,14,-0.1458333333333333,0,0,0,0,0
1282,offline,blitz,-3,0,275.0,MM,0,-13,-100,0.1551282051282051,49,9,0,0,1
1283,offline,blitz,-14,0,234.0,MM,-1,6,52,0.0961538461538461,0,0,0,0,0
1284,offline,blitz,-4,0,230.0,MM,0,-2,-13,0.1678571428571429,6,1,0,0,0
1285,offline,blitz,-13,0,335.0,MM,0,0,0,0.0,0,0,0,0,0
1286,offline,blitz,1,0,213.0,MM,-1,1,5,0.0,0,0,0,0,0
1287,offline,blitz,10,0,328.0,MM,-1,3,22,0.1818181818181817,0,0,0,0,0
1288,offline,blitz,8,0,283.0,MM,0,-1,-20,-0.2291666666666666,4,0,0,0,0
1289,offline,blitz,-24,0,235.0,MM,-1,5,39,0.1666666666666666,0,0,0,0,0
1290,offline,blitz,-13,0,233.0,MM,0,10,125,-0.0190602836879432,1,0,0,0,0
1291,offline,blitz,1,0,234.0,MF,0,-1,-7,0.1428571428571428,3,1,0,0,0
1292,offline,blitz,5,0,327.0,MM,0,-14,-107,0.2188963210702341,49,9,0,0,0
1293,offline,blitz,19,0,253.0,MM,0,9,66,0.2678571428571428,5,1,0,0,1
1294,offline,blitz,-18,0,321.0,FM,1,-3,-23,0.0217391304347825,9,4,0,0,0
1295,offline,blitz,4,0,349.0,MM,-1,3,23,0.0217391304347825,0,0,0,0,0
1296,offline,blitz,-1,0,329.0,MM,-1,4,32,-0.0625,0,0,0,0,1
1297,offline,blitz,15,0,261.0,MM,-1,4,30,0.0333333333333333,0,0,0,0,0
1298,offline,blitz,-13,0,265.0,MM,1,-2,-18,0.0,0,0,0,0,1
1299,offline,blitz,6,0,260.0,MM,1,-2,-18,-0.0833333333333333,0,0,0,0,0
1300,offline,blitz,-10,0,273.0,MF,0,0,-17,0.1645833333333333,7,2,0,0,1
1301,offline,blitz,8,0,428.0,MM,0,17,147,0.2124293785310734,2,0,0,0,0
1302,offline,blitz,-9,0,209.0,MM,0,0,-1,0.051383399209486,4,2,1,0,1
1303,offline,blitz,5,0,331.0,MM,0,1,2,0.0583333333333332,5,1,0,0,0
1304,offline,blitz,-13,0,434.0,MM,-1,5,39,0.1666666666666666,0,0,0,0,0
1305,offline,blitz,4,0,285.0,MM,0,-13,-98,0.0259615384615384,49,9,0,0,0
1306,offline,blitz,11,0,230.0,MM,-1,4,30,0.0666666666666666,0,0,0,0,0
1307,offline,blitz,-1,0,409.0,MM,-1,21,177,0.2457627118644068,0,0,0,0,0
1308,offline,blitz,-3,0,435.0,MM,-1,4,23,0.0869565217391304,0,0,0,0,1
1309,offline,blitz,-7,0,240.0,MM,0,0,0,0.0,0,0,0,0,1
1310,offline,blitz,0,0,289.0,MM,0,-3,-27,0.0625,14,5,0,0,0
1311,offline,blitz,-20,0,381.0,MM,-1,3,22,0.1818181818181817,0,0,0,0,0
1312,offline,blitz,0,0,231.0,MM,0,-1,-9,0.1339285714285714,1,0,0,0,1
1313,offline,blitz,20,0,286.0,MM,0,0,2,0.0833333333333333,5,1,0,0,0
1314,offline,blitz,-19,0,267.0,FM,1,-2,-18,0.0,0,0,0,0,0
1315,offline,blitz,-1,0,312.0,MM,1,-3,-23,0.0217391304347825,9,4,0,0,0
1316,offline,blitz,9,0,439.0,MM,-1,4,25,0.0799999999999999,0,0,0,0,0
1317,offline,blitz,-5,0,267.0,MM,1,-2,-18,-0.0833333333333333,0,0,0,0,1
1318,offline,blitz,-8,0,297.0,MM,0,-13,-115,0.2217948717948717,49,9,0,0,1
1319,offline,blitz,15,0,388.0,MM,-1,4,23,0.0869565217391304,0,0,0,0,1
1320,offline,blitz,-19,0,275.0,MM,0,-1,-13,0.1428571428571429,3,1,0,0,0
1321,offline,blitz,1,0,256.0,MM,0,-2,-18,-0.0217391304347825,3,2,0,0,1
1322,offline,blitz,-6,0,405.0,MM,0,1,6,0.2443181818181817,1,0,0,0,1
1323,offline,blitz,-20,0,283.0,MM,-1,3,20,-0.025,0,0,0,0,0
1324,offline,blitz,17,0,289.0,MM,0,-1,-11,0.1547619047619047,5,1,0,0,0
1325,offline,blitz,-9,0,223.0,MM,0,2,12,0.0666666666666666,0,0,0,0,1
1326,offline,blitz,18,0,281.0,MM,-1,11,84,0.1845238095238095,0,0,0,0,1
1327,offline,blitz,-9,0,293.0,MF,1,-4,-32,0.03125,7,2,0,0,1
1328,offline,blitz,-7,0,328.0,MM,-1,4,15,0.1333333333333333,0,0,0,0,0
1329,offline,blitz,8,0,559.0,MM,0,0,-9,0.1494565217391305,14,5,0,0,1
1330,offline,blitz,-12,0,419.0,MM,-1,1,5,0.0,0,0,0,0,0
1331,offline,blitz,-5,0,408.0,MF,0,1,8,0.2532467532467532,3,1,0,0,0
1332,offline,blitz,-8,0,241.0,MM,-1,1,7,0.0714285714285714,0,0,0,0,0
1333,offline,blitz,7,0,309.0,MM,0,0,2,-0.0833333333333333,0,0,0,0,0
1334,offline,blitz,0,0,329.0,MM,0,0,0,0.1521739130434782,9,4,0,0,0
1335,offline,blitz,10,0,236.0,MM,0,0,-4,0.0357142857142857,0,0,0,0,0
1336,offline,blitz,-8,0,319.0,MM,-1,4,30,0.0666666666666666,0,0,0,0,1
1337,offline,blitz,-7,0,317.0,MM,1,-17,-130,0.0884615384615384,49,9,0,0,0
1338,offline,standard,-41,0,323.0,MM,0,-3,-25,0.1401515151515151,3,0,0,0,1
1339,offline,standard,22,1,311.0,MM,1,-1,-8,0.0,0,0,0,0,0
1340,offline,standard,39,1,315.0,MM,0,-2,0,0.0789473684210526,1,0,0,0,0
1341,offline,standard,38,-1,336.0,MM,0,5,58,-0.0164285714285713,5,1,0,0,0
1342,offline,standard,-31,0,342.0,MM,0,-3,-25,0.1833333333333332,7,2,0,0,0
1343,offline,standard,-21,-1,328.0,MM,0,-1,-9,-0.0370370370370369,6,2,0,0,1
1344,offline,standard,11,-1,325.0,MM,0,0,2,0.0900735294117647,15,6,1,1,1
1345,offline,standard,-1,-1,328.0,MM,0,-3,-39,0.2269230769230769,23,3,0,0,0
1346,offline,standard,29,-1,351.0,MM,0,4,41,-0.0974025974025974,1,0,0,0,1
1347,offline,standard,5,-1,370.0,MF,0,-7,-61,-0.0223809523809523,41,18,0,0,1
1348,offline,standard,26,1,570.0,MM,-1,6,51,-0.0196078431372548,0,0,0,0,0
1349,offline,standard,-28,-1,717.0,MM,0,2,18,0.3257142857142857,3,0,1,0,0
1350,offline,standard,10,-1,469.0,MM,0,-2,-21,0.2130681818181817,15,6,0,0,1
1351,offline,standard,-10,-1,353.0,MM,0,0,8,0.1934389140271493,12,2,0,0,1
1352,offline,standard,15,-1,280.0,MM,0,4,28,-0.0471380471380471,6,2,0,0,0
1353,offline,standard,-9,-1,331.0,MM,0,-1,0,-0.1785714285714286,1,0,0,0,0
1354,offline,standard,15,0,244.0,MM,0,-1,-11,0.0970880300590445,27,8,2,0,1
1355,offline,standard,5,-1,554.0,MM,0,3,23,0.3023809523809524,3,0,0,0,0
1356,offline,standard,19,1,353.0,MM,-1,8,65,-0.1307692307692307,0,0,0,0,0
1357,offline,standard,-17,0,230.0,MM,0,3,32,0.0120167189132707,6,1,0,0,1
1358,offline,standard,-37,0,424.0,MM,0,-2,-19,0.165151515151515,7,2,0,0,0
1359,offline,standard,-19,0,402.0,MM,0,-7,-58,0.1620843989769821,27,8,1,0,1
1360,offline,standard,18,-1,275.0,MM,0,-1,-15,-0.056985294117647,15,6,0,0,0
1361,offline,standard,9,-1,273.0,MM,0,-3,-17,0.2457264957264958,12,2,0,0,0
1362,offline,standard,24,-1,214.0,MM,0,-4,-29,0.1585470085470085,23,3,0,0,0
1363,offline,standard,-7,-1,399.0,MM,0,-1,4,-0.0873015873015873,1,0,0,0,0
1364,offline,standard,12,0,257.0,MM,0,7,70,0.1457065584854632,2,0,0,0,0
1365,offline,standard,-25,-1,216.0,MM,0,-7,-60,0.1184379001280409,9,4,0,0,1
1366,offline,standard,7,-1,438.0,MF,0,-7,-57,0.0688888888888888,41,18,0,0,1
1367,offline,standard,17,1,289.0,MM,0,-5,-41,0.0836530264279625,27,8,0,0,1
1368,offline,standard,-10,0,531.0,MM,0,2,20,0.3783068783068782,3,0,0,0,0
1369,offline,standard,-48,0,253.0,MM,0,-3,-28,0.2459207459207458,6,3,0,0,0
1370,offline,standard,37,0,512.0,MF,1,-9,-75,0.0133333333333333,41,18,0,0,0
1371,offline,standard,-17,0,200.0,MM,0,-3,-21,0.0944444444444444,7,2,0,0,1
1372,offline,standard,26,0,240.0,MM,0,2,25,0.1150075414781297,12,2,0,0,1
1373,offline,standard,34,0,286.0,MM,0,-7,-56,0.1310386473429952,27,8,0,0,1
1374,offline,standard,24,0,525.0,MM,-1,10,81,-0.0061728395061728,0,0,0,0,0
1375,offline,standard,-36,0,280.0,MM,0,0,4,0.042156862745098,7,2,0,0,0
1376,offline,standard,-3,-1,303.0,MM,0,-1,-9,0.0463800904977375,12,2,0,0,0
1377,offline,standard,0,0,322.0,MM,0,-10,-83,0.2143719806763285,27,8,0,0,1
1378,offline,standard,10,-1,296.0,MF,0,-6,-50,0.0533333333333333,41,18,0,0,0
1379,offline,standard,-31,-1,227.0,MM,0,-1,-13,0.2277777777777777,2,0,0,0,1
1380,offline,standard,3,0,231.0,MM,0,6,44,-0.0292123109024516,6,2,0,0,1
1381,offline,standard,30,-1,245.0,MM,0,-3,-23,0.1423611111111111,15,6,0,0,1
1382,offline,standard,18,-1,221.0,MM,0,-3,-26,0.0666666666666666,23,3,1,1,1
1383,offline,standard,29,0,261.0,MM,0,3,37,-0.1624649859943978,1,0,0,0,0
1384,offline,standard,41,-1,255.0,MF,0,1,6,0.0071604938271604,41,18,0,0,1
1385,offline,standard,-6,0,264.0,MM,1,-2,-18,0.0277777777777777,2,0,0,0,0
1386,offline,standard,-12,0,352.0,MM,0,-8,-75,0.0150255754475703,27,8,1,0,1
1387,offline,standard,47,-1,234.0,MF,0,-4,-39,0.0549999999999999,41,18,0,0,0
1388,offline,standard,27,-1,216.0,MM,0,7,67,-0.1490299823633157,1,0,0,0,1
1389,offline,standard,-2,0,471.0,MM,-1,1,8,0.0,0,0,0,0,1
1390,offline,standard,-22,-1,447.0,MM,0,-1,-16,0.0892255892255892,6,2,1,0,1
1391,offline,standard,-8,-1,230.0,MM,0,9,82,0.0827777777777778,2,0,0,0,0
1392,offline,standard,2,0,222.0,MM,0,0,15,-0.0201238390092879,1,0,0,0,1
1393,offline,standard,9,0,400.0,MM,0,-6,-66,0.1994147157190635,27,8,0,0,1
1394,offline,standard,3,-1,676.0,MM,0,9,74,0.2795414462081128,3,0,0,0,0
1395,online,rapid,-33,0,218.0,MM,0,11,185,-0.0306915306915306,0,0,0,0,1
1396,online,rapid,3,0,250.0,MM,0,14,217,0.0608265782363055,1,1,1,1,1
1397,online,rapid,-18,0,205.0,MM,0,15,217,-0.0923076923076923,0,0,0,0,1
1398,online,rapid,-21,0,294.0,MM,0,1,78,-0.0568477050600024,1,1,0,0,0
1399,online,rapid,-24,0,338.0,MM,0,7,124,-0.1813587871982032,0,0,0,0,0
1400,online,rapid,-10,0,253.0,MM,0,-1,-4,0.0299145299145299,0,0,0,0,0
1401,online,rapid,-7,0,209.0,MM,0,-7,-50,0.1544256120527306,1,1,0,0,1
1402,online,rapid,0,0,241.0,FF,0,13,132,-0.1557971014492754,0,0,0,0,1
1403,online,rapid,0,0,320.0,FF,0,25,231,-0.1339662447257383,0,0,0,0,0
1404,online,rapid,2,0,263.0,FF,0,9,67,-0.1061643835616438,0,0,0,0,0
1405,offline,standard,-32,0,288.0,MM,1,-2,-14,0.0714285714285714,6,2,0,0,0
1406,offline,standard,-32,0,288.0,MM,1,-2,-14,0.0714285714285714,6,2,0,0,0
1407,online,rapid,-4,0,293.0,MF,0,1,17,0.1568174577891047,20,5,1,0,0
1408,online,rapid,-3,0,309.0,MF,0,-1,-1,0.1130995639534883,20,5,0,0,0
1409,online,rapid,-13,0,319.0,MM,0,1,37,0.0954944178628389,20,9,0,0,0
1410,online,rapid,7,0,313.0,MM,0,-5,-37,-0.1243427157438911,14,6,0,0,0
1411,online,rapid,-6,0,243.0,MM,0,-12,-98,-0.0253293807641633,13,7,0,0,1
1412,online,rapid,2,0,320.0,MM,0,-1,27,-0.0314926660914581,20,9,0,0,1
1413,online,rapid,2,0,215.0,MM,0,-3,-31,-0.0262382075471697,14,6,1,1,0
1414,online,rapid,-3,0,332.0,MM,0,-2,-13,-0.0645515637115533,14,6,0,0,0
1415,online,rapid,-9,0,273.0,MF,0,0,3,0.2240133897110641,20,5,0,0,0
1416,online,rapid,9,0,244.0,MM,0,-14,-108,-0.1523164647184605,13,7,0,0,0
1417,online,rapid,-2,0,348.0,MM,0,-4,-31,-0.1082694575471697,14,6,0,0,1
1418,online,rapid,-3,0,222.0,MM,0,1,33,0.0666118421052631,20,9,0,0,0
1419,online,rapid,-8,0,339.0,MM,0,2,51,0.0282984859408795,20,9,0,0,0
1420,online,rapid,6,0,274.0,MF,0,-2,-7,0.097026305756767,20,5,0,0,1
1421,online,rapid,-7,0,355.0,MM,0,0,33,-0.0154194078947368,20,9,0,0,0
1422,online,rapid,-1,0,263.0,MM,0,-11,-84,-0.0925253126861227,13,7,0,0,1
1423,online,rapid,-8,0,312.0,MM,0,-3,-27,0.002644368210406,14,6,1,1,0
1424,online,rapid,0,0,279.0,MM,0,-13,-102,-0.1362432065217391,13,7,0,0,1
1425,online,standard,2,0,285.0,MM,0,-5,-37,-0.009009009009009,0,0,0,0,0
1426,online,standard,2,0,285.0,MM,0,-5,-37,-0.009009009009009,0,0,0,0,1
1427,online,standard,-8,0,353.0,MM,0,12,53,0.1559620836286321,4,2,0,0,0
1428,online,standard,-8,0,353.0,MM,0,12,53,0.1559620836286321,4,2,0,0,0
1429,online,standard,-19,0,1116.0,MM,0,2,14,0.1383928571428572,30,4,0,0,0
1430,online,standard,-15,0,617.0,MM,0,6,34,0.138880972736772,32,5,0,0,0
1431,online,standard,-8,0,248.0,MM,0,-5,-25,0.082286847323199,28,10,1,1,0
1432,online,standard,-6,0,219.0,MM,0,18,171,0.1231050531914893,5,4,0,0,0
1433,online,standard,-19,0,1116.0,MM,0,2,14,0.1383928571428572,30,4,0,0,0
1434,online,standard,-15,0,617.0,MM,0,6,34,0.138880972736772,32,5,0,0,0
1435,online,standard,-8,0,248.0,MM,0,-5,-25,0.082286847323199,28,10,1,1,0
1436,online,standard,-6,0,219.0,MM,0,18,171,0.1231050531914893,5,4,0,0,1
1437,online,standard,-19,0,723.0,MM,0,-11,-66,0.1943597560975609,28,5,0,0,0
1438,online,standard,-16,0,430.0,MM,0,-4,-19,0.0703346015022925,27,11,0,0,0
1439,online,standard,-19,0,723.0,MM,0,-11,-66,0.1943597560975609,28,5,0,0,1
1440,online,standard,-16,0,430.0,MM,0,-4,-19,0.0703346015022925,27,11,0,0,0
1441,online,standard,6,0,478.0,MF,0,-19,-167,0.0212943449244819,50,20,0,0,0
1442,online,standard,-7,0,327.0,MM,0,-14,-88,0.113131790269249,31,11,0,0,0
1443,online,standard,6,0,478.0,MF,0,-19,-167,0.0212943449244819,50,20,0,0,0
1444,online,standard,-7,0,327.0,MM,0,-14,-88,0.113131790269249,31,11,0,0,0
1445,online,standard,4,0,534.0,MF,0,-27,-210,0.0266362252663623,50,20,0,0,0
1446,online,standard,4,0,534.0,MF,0,-27,-210,0.0266362252663623,50,20,0,0,0
1447,online,standard,-15,0,403.0,MF,0,-2,-23,0.1013636363636363,17,6,0,0,0
1448,online,standard,25,0,351.0,MF,0,-16,-140,0.0926638383093099,42,12,0,0,1
1449,online,standard,-15,0,403.0,MF,0,-2,-23,0.1013636363636363,17,6,0,0,1
1450,online,standard,25,0,351.0,MF,0,-16,-140,0.0926638383093099,42,12,0,0,0
1451,online,standard,9,0,435.0,MF,0,-30,-222,-0.0299638989169674,42,12,0,0,0
1452,online,standard,9,0,435.0,MF,0,-30,-222,-0.0299638989169674,42,12,0,0,0
1453,online,standard,-8,0,754.0,MM,0,20,166,0.1546349466776045,10,4,0,0,0
1454,online,standard,-8,0,754.0,MM,0,20,166,0.1546349466776045,10,4,0,0,0
1455,online,standard,10,0,357.0,MM,0,-16,-123,-0.0185185185185184,16,6,0,0,1
1456,online,standard,10,0,357.0,MM,0,-16,-123,-0.0185185185185184,16,6,0,0,1
1457,online,standard,11,0,646.0,MF,0,8,79,0.0886075949367088,21,7,0,0,0
1458,online,standard,34,0,271.0,MM,0,1,-13,-0.0997971014492753,6,3,0,0,0
1459,online,standard,11,0,646.0,MF,0,8,79,0.0886075949367088,21,7,0,0,1
1460,online,standard,34,0,271.0,MM,0,1,-13,-0.0997971014492753,6,3,0,0,1
1461,online,standard,-2,0,691.0,MF,0,-16,-61,0.217000835421888,20,2,0,0,0
1462,online,standard,-4,0,553.0,MF,0,4,43,0.2165071770334928,7,1,0,0,1
1463,online,standard,40,0,298.0,MM,0,-31,-214,-0.0167624314165982,43,16,0,0,0
1464,online,standard,-2,0,691.0,MF,0,-16,-61,0.217000835421888,20,2,0,0,0
1465,online,standard,-4,0,553.0,MF,0,4,43,0.2165071770334928,7,1,0,0,0
1466,online,standard,40,0,298.0,MM,0,-31,-214,-0.0167624314165982,43,16,0,0,0
1467,offline,standard,4,0,260.0,MM,0,-6,-46,0.0643861099627945,5,2,7,2,0
1468,offline,standard,4,0,260.0,MM,0,-6,-46,0.0643861099627945,5,2,7,2,0
1469,online,blitz,-35,0,404.0,MF,0,2,34,0.1295384615384616,12,5,0,0,0
1470,online,blitz,30,0,465.0,MF,0,-7,-75,0.1513227513227513,44,18,0,0,0
1471,online,blitz,-3,0,419.0,MM,0,-1,-5,0.0663450782997763,21,7,0,0,0
1472,online,blitz,-31,0,527.0,MM,0,4,57,0.1205128205128205,30,5,0,0,0
1473,online,blitz,8,0,574.0,MF,0,-1,49,0.1935716949468581,16,2,0,0,0
1474,online,blitz,-44,0,579.0,MM,0,14,134,0.1513467010786844,26,5,0,0,0
1475,online,blitz,-12,0,604.0,MM,0,14,96,0.1701369863013698,16,6,0,0,0
1476,online,blitz,14,0,623.0,MF,0,5,32,0.026525198938992,5,2,0,0,0
1477,online,blitz,0,0,633.0,MF,0,2,12,0.3888888888888889,0,0,0,0,0
1478,online,blitz,-4,0,640.0,MF,0,33,269,0.1554770318021201,0,0,0,0,0
1479,online,blitz,-4,0,799.0,MM,0,-4,-16,0.0931533006001091,25,5,0,0,0
1480,online,blitz,-1,0,225.0,MM,0,-25,-146,-0.0387849484969519,18,6,0,0,0
1481,online,blitz,13,0,224.0,MM,0,-2,-4,-0.005349099099099,12,5,0,0,0
1482,online,blitz,6,0,233.0,MF,0,-6,-19,0.0868145390294692,27,9,1,1,1
1483,online,blitz,-32,0,212.0,MM,0,-2,-22,0.1179029304029303,7,4,0,0,0
1484,online,blitz,18,0,227.0,MM,0,-9,-38,0.0530993278566094,11,0,0,0,0
1485,online,blitz,-8,0,248.0,MM,0,-4,-15,0.0787715517241378,23,7,0,0,1
1486,online,blitz,-27,0,260.0,MM,0,14,115,0.0527207494518636,2,1,0,0,1
1487,online,blitz,7,0,243.0,MM,0,-24,-184,-0.0253604307799201,39,15,0,0,0
1488,online,blitz,-2,0,237.0,MM,0,-1,3,-0.030702174537791,25,8,0,0,1
1489,online,blitz,-2,0,758.0,MF,0,3,29,0.1321678321678322,5,2,0,0,0
1490,online,blitz,12,0,620.0,MF,0,6,50,0.275894538606403,0,0,0,0,0
1491,online,blitz,-33,0,550.0,FM,0,13,116,0.0378419452887538,25,5,0,0,0
1492,online,blitz,-7,0,238.0,MM,0,3,-18,0.1643339768339767,0,0,0,0,1
1493,online,blitz,37,0,231.0,MM,0,-11,-81,-0.0849841938883034,11,2,0,0,1
1494,online,blitz,20,0,201.0,MF,0,-20,-173,0.0512361743656473,27,9,0,0,0
1495,online,blitz,-25,0,226.0,MM,0,-6,-46,0.0385416666666665,23,7,0,0,1
