,medium,time_control,age_diff,home_country_diff,rating_diff,players_sex,first_game_diff,n_tour_diff,n_game_diff,score_diff,n_games_higher,n_upset_higher,n_peo,n_upset_peo,upset
296,offline,blitz,8,-1,440.0,MM,0,1,6,0.0610526315789473,5,1,0,0,0
297,offline,blitz,16,0,582.0,MM,1,-2,-16,0.25,0,0,0,0,0
298,offline,blitz,19,1,293.0,MF,0,-5,-67,0.0497387669801462,22,8,0,0,0
299,offline,blitz,2,-1,486.0,MM,0,-1,-6,0.197110423116615,8,1,1,0,0
300,offline,blitz,16,0,583.0,MM,0,16,97,0.1952548625083836,16,1,0,0,0
301,offline,blitz,3,0,564.0,MM,-1,22,165,0.2393939393939393,0,0,0,0,0
302,offline,blitz,8,0,453.0,MM,0,-10,-68,0.0425685425685425,14,1,0,0,0
303,offline,blitz,-5,-1,428.0,MM,0,10,46,0.2464285714285714,5,3,0,0,0
304,offline,blitz,-27,-1,339.0,MM,0,-7,-42,0.1773134328358209,18,2,0,0,0
305,offline,blitz,-23,-1,467.0,FM,0,9,102,-0.0495283018867924,0,0,0,0,0
306,offline,blitz,-8,0,273.0,MM,0,4,52,0.1563656848543376,8,1,0,0,0
307,offline,blitz,17,0,460.0,MM,0,1,-26,-0.0171505632238616,15,5,3,2,1
308,offline,blitz,34,-1,381.0,MM,0,-12,-108,-0.6651376146788991,15,6,0,0,0
309,offline,blitz,-35,-1,342.0,FM,0,17,165,0.226968605249614,18,2,0,0,0
310,offline,blitz,-9,1,477.0,MM,0,25,159,0.3908730158730158,3,0,0,0,0
311,offline,blitz,1,0,318.0,MM,0,24,202,0.1661674008810573,4,1,0,0,0
312,offline,blitz,15,0,319.0,MM,0,-9,-62,-0.0289514866979655,16,1,0,0,0
313,offline,blitz,-1,-1,272.0,FM,0,14,123,0.024517557734894,15,6,0,0,1
314,offline,blitz,39,0,482.0,MM,0,-7,-43,0.0269423558897242,8,1,0,0,0
315,offline,blitz,1,-1,598.0,MM,0,-10,-101,-0.0676556137289121,15,5,0,0,0
316,offline,blitz,15,0,355.0,MM,0,4,-2,0.0171053759753064,15,6,0,0,1
317,offline,blitz,9,-1,259.0,MM,0,-6,-37,0.0162280701754385,8,1,0,0,1
318,offline,blitz,-4,0,238.0,MM,0,4,31,-0.1678571428571428,0,0,0,0,0
319,offline,blitz,-17,0,226.0,MM,0,-3,-20,-0.0306513409961685,3,0,0,0,0
320,offline,blitz,-4,-1,320.0,MM,0,0,0,0.0,0,0,0,0,0
321,offline,blitz,0,0,410.0,MM,0,0,3,0.3289473684210526,0,0,0,0,0
322,offline,blitz,8,-1,587.0,MM,0,14,118,0.1410297862021582,15,6,0,0,0
323,offline,blitz,10,-1,284.0,MM,0,4,-1,0.2869215291750503,16,1,0,0,0
324,offline,blitz,6,0,526.0,MM,0,9,61,0.262987012987013,0,0,0,0,0
325,offline,blitz,8,-1,363.0,MM,0,1,-39,0.2062909567496723,15,6,0,0,0
326,offline,blitz,14,0,250.0,MM,0,-4,-84,-0.0743015119635954,15,5,1,0,1
327,offline,blitz,11,-1,384.0,MM,0,6,32,0.1269349845201238,5,1,0,0,1
328,offline,blitz,26,0,203.0,MM,0,1,10,-0.0460853626603823,8,1,0,0,0
329,offline,blitz,27,0,394.0,MM,0,-1,-12,0.375,0,0,0,0,0
330,offline,blitz,7,1,393.0,MM,0,23,143,0.1397619047619047,4,1,0,0,0
331,offline,blitz,16,0,357.0,MM,0,12,91,0.0074162679425836,5,1,0,0,1
332,offline,blitz,23,0,632.0,MM,0,3,19,0.2071428571428571,0,0,0,0,0
333,offline,blitz,-14,0,385.0,MM,0,6,46,-0.0181818181818181,4,0,0,0,0
334,offline,blitz,31,0,324.0,MF,0,9,79,-0.1097134870719777,4,0,0,0,1
335,offline,blitz,-15,0,323.0,MM,0,-3,-14,-0.1885964912280701,7,3,0,0,0
336,offline,blitz,12,0,227.0,MM,1,-7,-36,0.0,2,1,0,0,1
337,offline,blitz,18,-1,241.0,MM,1,-1,-9,-0.1666666666666666,0,0,0,0,0
338,offline,blitz,10,-1,258.0,MM,1,-3,-19,0.0,2,0,0,0,1
339,offline,blitz,-6,1,201.0,MM,1,-1,-6,0.1666666666666666,1,0,0,0,1
340,offline,blitz,4,0,386.0,MF,0,4,28,-0.2033670033670034,4,0,0,0,0
341,offline,blitz,3,0,327.0,MM,0,-4,-12,-0.0833333333333333,2,1,0,0,0
342,offline,blitz,17,0,483.0,MM,0,11,100,0.2421383647798742,1,0,0,0,0
343,offline,blitz,1,0,202.0,MM,1,-1,-9,0.0,4,0,0,0,0
344,offline,blitz,1,0,203.0,MM,0,-1,2,-0.0833333333333333,4,2,0,0,0
345,offline,blitz,18,-1,308.0,MM,0,11,99,0.0754716981132075,0,0,0,0,0
346,offline,blitz,14,-1,289.0,MM,1,-3,-19,0.0,2,0,0,0,1
347,offline,blitz,-13,0,351.0,MM,-1,7,55,-0.0181818181818181,0,0,0,0,0
348,offline,blitz,26,-1,410.0,MM,0,9,87,0.0754716981132075,2,0,0,0,0
349,offline,blitz,6,0,270.0,MM,1,-5,-31,-0.032258064516129,4,0,0,0,1
350,offline,blitz,-6,0,421.0,MM,-1,29,230,0.1826086956521738,0,0,0,0,0
351,offline,blitz,5,0,362.0,MM,1,-1,-6,0.1666666666666666,1,0,0,0,0
352,offline,blitz,-9,-1,370.0,MM,0,6,48,-0.0181818181818181,0,0,0,0,0
353,offline,blitz,7,0,299.0,MM,1,-5,-31,-0.032258064516129,4,0,0,0,0
354,offline,blitz,-11,0,214.0,MM,-1,7,55,-0.0181818181818181,0,0,0,0,0
355,offline,blitz,2,0,356.0,MM,0,25,208,0.1826086956521738,4,2,0,0,0
356,offline,standard,-5,-1,468.0,MM,0,1,18,0.1666666666666666,0,0,0,0,0
357,offline,standard,19,0,621.0,MF,0,-5,-38,0.1359126984126984,16,4,0,0,0
358,offline,standard,16,0,662.0,MF,0,8,50,0.211864406779661,3,0,0,0,0
359,offline,standard,-39,0,670.0,MM,0,11,82,0.4751203852327447,3,0,0,0,0
360,offline,standard,-24,0,627.0,MM,1,-1,-8,0.1875,2,0,0,0,0
361,offline,standard,15,0,506.0,MF,0,30,267,0.1942775106837606,30,7,0,0,0
362,offline,standard,39,0,588.0,MM,0,9,49,0.1590038314176245,1,0,0,0,0
363,offline,standard,-1,0,592.0,MM,1,-7,-52,0.1923076923076923,21,5,0,0,0
364,offline,standard,-4,-1,665.0,FM,0,-5,-32,-0.0745341614906832,7,1,0,0,0
365,offline,standard,1,0,331.0,MM,-1,3,18,0.0555555555555555,0,0,0,0,1
366,offline,standard,-11,0,309.0,MM,0,0,1,0.108416130917592,10,3,0,0,0
367,offline,standard,-12,1,395.0,MF,0,9,75,0.2251203852327447,2,0,0,0,1
368,offline,standard,-15,0,329.0,MM,1,-11,-92,0.0271739130434782,15,3,0,0,0
369,offline,standard,25,1,406.0,MF,0,-12,-96,0.094017094017094,30,7,0,0,0
370,offline,standard,-13,0,330.0,MM,0,-5,-46,0.0603448275862069,11,1,0,0,0
371,offline,standard,-19,0,302.0,FM,0,1,4,0.1119505494505494,21,5,0,0,0
372,offline,standard,12,0,235.0,FM,0,1,0,0.0555555555555555,1,0,0,0,0
373,offline,standard,23,0,390.0,MM,0,-7,-39,-0.3245341614906832,7,1,0,0,0
374,offline,standard,20,1,417.0,MF,0,0,4,0.1626984126984127,2,0,0,0,0
375,offline,standard,-31,0,309.0,MM,-1,12,89,0.1179775280898876,0,0,0,0,0
376,offline,standard,-13,-1,287.0,MM,0,10,85,0.3299689440993789,3,0,0,0,0
377,offline,standard,3,1,255.0,MF,0,1,12,0.0,3,0,0,0,1
378,offline,standard,32,0,211.0,MM,0,0,-1,-0.1319444444444444,1,0,0,0,0
379,offline,standard,-23,-1,252.0,FM,0,7,71,-0.0614083983649201,7,1,0,0,0
380,offline,standard,-23,0,397.0,MM,0,-3,-13,0.0409961685823755,10,3,0,0,0
381,offline,standard,3,0,248.0,MM,1,-45,-384,-0.1002604166666666,53,14,0,0,0
382,offline,standard,-3,0,262.0,FF,0,1,5,-0.1071428571428571,3,0,0,0,0
383,offline,standard,-7,0,476.0,MM,0,-4,-47,0.1716183574879227,15,3,0,0,0
384,offline,standard,-1,0,341.0,MF,1,-3,-14,0.1071428571428571,2,0,0,0,0
385,offline,standard,3,0,457.0,MM,1,-7,-58,0.0603448275862069,11,1,0,0,0
386,offline,standard,19,-1,379.0,MM,0,-7,-38,-0.1548913043478261,7,1,0,0,1
387,offline,standard,-16,0,415.0,MM,0,-8,-62,0.1938405797101449,15,3,0,0,1
388,offline,standard,24,1,324.0,MM,0,-42,-366,-0.044704861111111,53,14,0,0,0
389,offline,standard,-10,0,364.0,MM,0,-4,-37,0.0603448275862069,11,1,0,0,0
390,offline,standard,-1,-1,403.0,FM,0,-6,-37,0.0326086956521738,7,1,0,0,0
391,offline,standard,3,-1,220.0,MM,0,-6,-44,0.0048076923076922,21,5,0,0,0
392,offline,standard,-7,0,355.0,MF,0,43,375,0.1002604166666666,3,0,0,0,0
393,offline,standard,-27,-1,275.0,FM,0,2,7,0.25,3,0,0,0,0
394,offline,standard,-4,-1,382.0,MM,1,-2,-12,0.0,0,0,0,0,0
395,offline,standard,29,-1,295.0,MF,0,2,2,0.1838054187192118,16,4,0,0,1
396,offline,standard,-4,1,372.0,MM,1,-1,-8,0.1875,2,0,0,0,0
397,offline,standard,7,0,231.0,MM,0,-6,-45,-0.1648351648351648,21,5,1,0,1
398,offline,standard,12,0,294.0,MM,0,-1,12,-0.027736131934033,7,1,0,0,0
399,offline,standard,-2,0,427.0,MF,0,0,16,0.2738095238095238,2,0,0,0,0
400,offline,standard,6,-1,692.0,MF,0,-1,-11,0.2248015873015873,16,4,0,0,0
401,offline,standard,36,1,222.0,MM,0,0,-2,-0.3015873015873015,1,0,0,0,0
402,offline,standard,26,-1,756.0,MM,0,2,12,0.1360569715142428,7,1,0,0,0
403,offline,standard,-17,-1,244.0,FM,0,-5,-43,0.1923076923076923,21,5,0,0,0
404,offline,standard,-7,0,249.0,MM,1,-3,-21,0.119047619047619,5,1,0,0,0
405,offline,standard,-39,0,276.0,MM,0,-2,-3,0.2301587301587302,5,1,0,0,0
406,offline,standard,-32,0,284.0,MM,0,-2,-12,0.119047619047619,5,1,3,1,0
407,offline,standard,-7,0,249.0,MM,1,-3,-21,0.119047619047619,5,1,0,0,0
408,offline,standard,-39,0,276.0,MM,0,-2,-3,0.2301587301587302,5,1,0,0,0
409,offline,standard,-32,0,284.0,MM,0,-2,-12,0.119047619047619,5,1,3,1,0
410,offline,standard,-6,0,293.0,MM,0,15,130,0.0998389694041868,14,3,2,1,1
411,offline,standard,3,0,239.0,MM,0,25,171,0.2475024975024974,0,0,0,0,0
412,offline,standard,0,0,263.0,MM,0,9,65,0.0111132218844984,9,3,0,0,1
413,offline,standard,-18,0,215.0,MM,0,-2,-7,0.16559934318555,39,6,0,0,0
414,offline,standard,4,0,223.0,MM,0,28,192,0.1493562852596557,6,2,0,0,0
415,offline,standard,-9,0,235.0,MM,0,-6,-15,0.0647399475524476,29,7,2,0,1
416,offline,standard,-6,0,299.0,MM,0,-6,-46,0.1101149425287356,30,9,0,0,0
417,offline,standard,7,0,401.0,MM,0,-6,-46,0.0560629122272958,46,12,1,0,0
418,offline,standard,9,0,502.0,MM,0,8,65,0.3121310507674144,9,1,0,0,0
419,offline,standard,-14,0,489.0,MM,0,5,40,0.21875,20,2,0,0,0
420,offline,standard,-20,0,482.0,MM,0,-7,-34,0.2723809523809523,35,3,0,0,0
421,offline,standard,-29,-1,356.0,MM,0,-9,-31,0.1395167332667333,29,7,0,0,0
422,offline,standard,-20,0,413.0,MM,0,27,187,0.1397602841077242,6,2,0,0,0
423,offline,standard,0,0,498.0,MM,0,15,109,0.1805797101449275,30,9,0,0,0
424,offline,standard,15,0,436.0,MM,0,-1,-5,0.2748599439775911,9,1,0,0,0
425,offline,standard,14,0,372.0,MM,0,24,170,0.1666666666666667,20,2,0,0,0
426,offline,standard,-6,0,306.0,MM,0,30,207,0.2629274395329441,0,0,0,0,0
427,offline,standard,-2,0,222.0,MM,0,13,97,0.084929435483871,6,2,0,0,1
428,offline,standard,1,0,218.0,MM,0,0,19,0.1897619047619048,9,1,0,0,0
429,offline,standard,-36,0,363.0,MM,0,2,8,0.1553516819571865,39,6,0,0,0
430,offline,standard,6,0,229.0,MM,0,6,51,0.0573716900948022,15,7,0,0,1
431,offline,standard,-4,0,346.0,MM,0,-4,-23,0.2001369863013698,46,12,1,1,0
432,offline,standard,-7,0,203.0,MM,0,-8,-64,-0.0842424242424242,30,9,0,0,0
433,offline,standard,-21,0,225.0,MM,0,14,97,0.0563158692850103,10,2,1,0,0
434,offline,standard,15,1,322.0,MM,0,19,137,-0.0069380203515263,9,3,0,0,1
435,offline,standard,-15,0,367.0,MM,0,0,7,0.1988869863013698,46,12,1,0,0
436,offline,standard,8,0,314.0,MM,0,-5,-25,0.2286866359447004,9,1,0,0,0
437,offline,standard,-7,0,210.0,MM,0,28,189,0.0685700727617842,0,0,0,0,0
438,offline,standard,-3,0,431.0,MM,0,4,14,0.2240740740740741,20,2,0,0,1
439,offline,standard,0,0,300.0,FF,0,10,75,-0.0627044711014177,8,3,0,0,0
440,offline,standard,-7,0,220.0,FF,0,2,15,0.1435064935064934,14,4,1,1,0
441,offline,standard,0,0,311.0,FF,0,5,45,0.1751787538304391,15,3,0,0,0
442,offline,standard,12,0,346.0,FF,0,2,20,0.1574500768049155,0,0,0,0,1
443,offline,standard,11,0,229.0,FF,0,-3,-27,0.085085175788329,26,6,3,1,1
444,offline,standard,9,0,348.0,FF,0,1,11,0.139943074003795,12,2,0,0,1
445,offline,standard,-1,0,332.0,FF,0,3,26,0.098051948051948,15,3,1,0,1
446,offline,standard,2,0,242.0,FF,0,11,79,-0.0702731092436974,8,4,4,2,0
447,offline,standard,12,0,283.0,FF,0,-3,-25,0.2210789766407118,1,0,1,0,1
448,offline,standard,3,0,226.0,MM,0,16,105,0.0526315789473684,0,0,0,0,0
449,offline,standard,19,0,219.0,MM,0,8,57,0.1905864197530864,5,2,1,1,0
450,offline,standard,19,0,229.0,MM,0,-4,-33,-0.0255602240896358,16,8,1,1,1
451,offline,standard,10,0,249.0,MM,0,13,100,-0.0013268465280849,11,7,0,0,1
452,offline,standard,0,0,210.0,MM,0,-1,-14,0.0442890442890443,25,14,2,1,0
453,offline,standard,-18,0,296.0,MM,0,6,35,0.1235465116279069,6,3,1,1,0
454,offline,standard,1,0,302.0,MM,0,4,25,0.1388888888888888,4,1,0,0,0
455,offline,standard,7,0,298.0,MM,0,0,-1,-0.1041666666666666,8,5,1,0,0
456,offline,standard,27,0,337.0,MM,0,3,23,-0.0661403883080862,27,10,1,1,0
457,offline,standard,-8,0,333.0,MM,0,6,34,0.0193798449612403,8,5,0,0,0
458,offline,standard,18,0,304.0,MM,0,4,32,0.0154798761609907,11,7,1,1,0
459,offline,standard,17,0,278.0,MM,0,4,21,-0.0202380952380952,16,8,1,0,1
460,offline,standard,-7,0,367.0,MM,0,15,111,0.0677521008403361,6,3,1,1,1
461,offline,standard,8,0,256.0,MM,0,0,0,0.0555555555555554,4,1,0,0,0
462,offline,standard,-9,0,272.0,MM,0,7,62,-0.0117370892018778,8,5,0,0,1
463,offline,standard,1,0,293.0,MM,0,-8,-62,-0.0770348837209302,27,10,0,0,0
464,offline,standard,9,0,237.0,MM,0,11,80,0.1123809523809523,5,1,0,0,0
465,offline,standard,-7,0,245.0,MM,0,2,15,-0.1041666666666666,8,5,0,0,1
466,offline,standard,18,0,236.0,MM,0,7,34,-0.0025486250838363,5,1,0,0,1
467,offline,standard,15,0,459.0,MM,0,4,25,0.0316362874502409,27,10,2,1,0
468,offline,standard,5,0,392.0,MM,0,15,110,0.0191409897292249,4,1,0,0,0
469,offline,standard,20,0,325.0,MM,0,3,15,0.1242985409652076,25,14,1,1,0
470,offline,standard,-8,0,230.0,MM,0,10,75,0.005952380952381,8,5,0,0,0
471,offline,standard,11,0,496.0,MM,0,14,96,0.0412698412698412,4,1,0,0,0
472,offline,standard,3,0,404.0,MM,0,15,110,-0.0364145658263305,8,5,0,0,0
473,offline,standard,-1,0,320.0,MM,0,-3,-15,0.0153946937438584,27,10,4,0,0
474,offline,blitz,7,0,332.0,MM,0,12,180,-0.1753776327920005,0,0,0,0,1
475,offline,blitz,-21,0,279.0,MM,0,25,232,0.1114063634022429,2,1,2,1,1
476,offline,blitz,-6,0,256.0,MM,0,7,98,0.0141941391941392,1,1,1,1,1
477,offline,blitz,-2,1,246.0,MM,0,-11,-105,-0.0436332919700389,2,1,0,0,0
478,offline,blitz,-2,0,246.0,MM,0,-16,-180,-0.0993052692839302,0,0,1,1,1
479,offline,blitz,-27,-1,244.0,MM,0,23,292,-0.0017352293888607,4,3,0,0,0
480,offline,blitz,-4,0,235.0,MM,0,11,164,-0.1086789554531489,0,0,2,1,1
481,offline,blitz,2,-1,218.0,MM,0,17,197,-0.0291365065438327,1,1,0,0,0
482,offline,blitz,-7,0,218.0,MM,0,-10,-110,0.0560146194184014,2,1,0,0,1
483,offline,blitz,-5,-1,214.0,MM,0,13,119,-0.0312116752514104,1,0,1,0,0
484,offline,blitz,13,0,206.0,MM,0,14,225,-0.0683614804168163,1,0,0,0,0
485,offline,blitz,13,0,205.0,MM,0,22,238,0.0805555555555556,1,0,0,0,1
486,offline,blitz,0,-1,212.0,MM,0,18,190,0.0742976887007759,6,2,1,0,0
487,offline,blitz,9,0,205.0,MM,0,-9,-66,-0.0462121212121212,7,2,0,0,0
488,offline,blitz,21,0,219.0,MM,0,-9,-141,-0.0099177800616649,19,10,1,1,0
489,offline,blitz,11,0,218.0,MM,0,-14,-224,-0.1357143897147683,24,14,0,0,1
490,offline,blitz,-28,0,230.0,MM,0,-3,36,-0.0194718559563445,4,1,0,0,0
491,offline,blitz,6,-1,228.0,MM,0,1,-9,0.0742241778601204,5,2,0,0,1
492,offline,blitz,1,-1,229.0,MM,0,-4,-10,-0.0953355155482815,3,2,0,0,0
493,offline,blitz,-2,-1,228.0,MM,0,-3,-27,0.1296182266009852,7,2,2,1,1
494,offline,blitz,-6,1,200.0,MM,0,-31,-278,-0.0969329056543752,2,1,0,0,1
495,offline,blitz,13,0,206.0,MM,0,-29,-303,-0.1089956589313468,24,14,0,0,1
496,offline,blitz,1,-1,344.0,MM,0,18,226,0.0527840360476343,2,1,0,0,0
497,offline,blitz,-12,0,283.0,MM,0,28,269,0.0928605153109403,1,1,0,0,1
498,offline,blitz,-15,0,252.0,MM,0,4,61,0.0327399872854419,2,1,1,1,1
499,offline,blitz,0,0,249.0,MM,0,11,140,-0.1064878949798798,0,0,1,1,0
500,offline,blitz,-6,0,232.0,MM,0,-16,-156,-0.1014963297571993,0,0,0,0,0
501,offline,blitz,1,0,246.0,MM,0,-9,-87,-0.0304659498207885,5,3,0,0,0
502,offline,blitz,-2,0,265.0,MM,0,10,104,0.0589285714285715,7,2,0,0,0
503,offline,blitz,6,-1,261.0,MM,0,-5,-49,-0.0856997971602433,5,2,0,0,0
504,offline,blitz,-9,-1,238.0,MM,0,8,68,-0.0151040501230701,6,3,1,0,1
505,offline,blitz,5,0,249.0,MM,0,1,32,-0.106031746031746,4,2,2,1,0
506,offline,blitz,-4,-1,241.0,MM,0,17,187,0.0501929692088262,6,2,0,0,0
507,offline,blitz,-2,0,244.0,MM,0,-29,-187,-0.1793706293706294,7,2,0,0,1
508,offline,blitz,9,0,251.0,MM,0,-9,-160,0.0285714285714285,19,10,0,0,0
509,offline,blitz,-29,0,250.0,MM,0,3,65,-0.090158803373748,4,1,0,0,0
510,offline,blitz,-23,0,249.0,MM,0,-1,77,-0.111802575107296,1,1,0,0,0
511,offline,blitz,-12,-1,214.0,MM,0,19,162,-0.0147484094852515,3,2,0,0,0
512,offline,blitz,0,-1,269.0,MM,0,9,83,-0.0677704648292882,13,4,0,0,0
513,offline,blitz,11,1,323.0,MM,0,-13,-81,0.0795386756810498,7,3,0,0,1
514,offline,blitz,1,0,220.0,MM,0,16,160,0.1137452107279693,1,0,0,0,0
515,offline,blitz,28,0,245.0,MM,0,-19,-209,-0.0451658716973042,24,14,2,1,1
516,offline,blitz,5,0,285.0,MM,0,-2,17,-0.0121847789211806,5,3,0,0,0
517,offline,blitz,-4,0,245.0,MM,0,22,242,-0.0275708442886356,1,1,0,0,1
518,offline,blitz,-2,-1,334.0,MM,0,20,245,-0.1285714285714285,5,4,0,0,0
519,offline,blitz,6,0,233.0,MM,0,2,35,-0.0954997383568811,4,3,0,0,1
520,offline,blitz,-35,0,249.0,MM,0,23,251,0.0441162412771245,4,3,0,0,0
521,offline,blitz,0,0,203.0,MM,0,-12,-152,-0.0986922941899245,2,1,3,1,0
522,offline,blitz,-1,0,322.0,MM,0,19,173,0.0829398803903053,5,3,1,1,1
523,offline,blitz,1,-1,203.0,MM,0,2,-6,-0.0298642533936651,5,2,1,0,0
524,offline,blitz,17,0,324.0,MM,0,-2,-87,0.0987786824574389,19,10,0,0,0
525,offline,blitz,-37,0,277.0,MM,0,-19,-90,-0.2548095681142891,1,1,0,0,0
526,offline,blitz,6,0,260.0,MM,0,2,3,0.136412652767793,13,4,5,2,0
527,offline,blitz,7,0,242.0,MM,0,-28,-310,-0.1502649179188743,24,14,0,0,0
528,offline,blitz,3,0,203.0,MM,0,7,41,-0.0579593154665805,10,6,2,0,0
529,offline,blitz,2,0,331.0,MM,0,2,21,0.0112007168458782,1,0,0,0,0
530,offline,blitz,0,0,371.0,MM,0,-3,37,-0.2003782505910166,7,3,0,0,0
531,offline,blitz,-4,-1,285.0,MM,0,6,75,-0.1556434219985621,0,0,0,0,0
532,offline,blitz,0,0,204.0,MM,0,17,121,0.2271516983304548,2,0,0,0,0
533,offline,blitz,0,-1,288.0,MM,0,11,108,0.118684668989547,7,2,0,0,1
534,offline,blitz,8,0,293.0,MM,0,4,50,-0.0314528318662754,6,2,0,0,0
535,offline,blitz,9,0,269.0,MM,0,0,87,0.0376018498128165,6,1,1,0,1
536,offline,blitz,1,1,204.0,MM,0,24,262,0.0016919988528821,3,0,0,0,0
537,offline,blitz,7,0,200.0,MM,0,-1,92,-0.0650753979921872,1,0,0,0,1
538,offline,blitz,5,0,203.0,MM,0,-16,-175,-0.0256144053373272,24,14,0,0,1
539,offline,blitz,-5,0,272.0,MM,0,-14,-147,-0.0761047463175123,4,0,0,0,1
540,offline,blitz,4,0,204.0,MM,0,17,205,0.0623245086241476,1,0,0,0,0
541,offline,blitz,-8,0,287.0,MM,0,17,167,0.013943464619696,0,0,0,0,0
542,offline,blitz,10,1,222.0,MM,0,7,22,0.02007700770077,5,3,0,0,1
543,offline,blitz,-15,-1,204.0,MM,0,18,233,0.0466886238205447,6,3,0,0,1
544,offline,blitz,27,0,382.0,MM,0,-7,-53,-0.0322301024428685,7,3,0,0,1
545,offline,blitz,-26,0,289.0,MM,0,-2,47,-0.1660516605166051,4,1,0,0,0
546,offline,blitz,-21,0,282.0,MM,0,-14,-69,-0.1520464775463205,1,1,0,0,0
547,offline,blitz,-13,-1,270.0,MM,0,19,174,-0.0261483121195351,3,2,0,0,0
548,offline,blitz,-1,0,270.0,MM,0,-4,66,0.0979152054562604,0,0,5,3,1
549,offline,blitz,-5,1,227.0,MM,0,8,116,-0.0343550386866926,1,1,0,0,0
550,offline,blitz,19,0,219.0,MM,0,-21,-258,-0.0559955058623127,24,14,0,0,0
551,offline,blitz,-5,0,202.0,MM,0,0,19,-0.0573490427098675,4,2,0,0,0
552,offline,blitz,-10,0,284.0,MM,0,-10,-153,0.0211260903156457,0,0,2,0,0
553,offline,blitz,-5,0,274.0,MM,0,16,169,0.1923076923076923,0,0,0,0,0
554,offline,blitz,-9,0,223.0,MM,0,-21,-236,-0.1108442004118051,4,0,0,0,0
555,offline,blitz,1,0,375.0,MM,0,-9,-41,0.0193949920393688,7,3,0,0,1
556,offline,blitz,1,0,242.0,MM,0,32,298,0.0758691733195983,3,0,0,0,0
557,offline,blitz,5,0,216.0,MM,0,-14,-84,-0.0237131289762868,1,0,0,0,0
558,offline,blitz,16,0,466.0,MM,0,-7,-24,-0.0817332641411521,7,3,0,0,0
559,offline,blitz,6,-1,202.0,MM,0,12,86,-0.0508207834971672,0,0,0,0,1
560,offline,blitz,0,0,233.0,MM,0,16,202,0.0382197891321979,1,0,0,0,1
561,offline,blitz,12,-1,258.0,MM,0,-3,-32,-0.141559829059829,13,4,0,0,1
562,offline,blitz,8,0,415.0,MM,0,-12,-39,-0.084321664007706,3,1,0,0,1
563,offline,blitz,-7,0,216.0,MM,0,11,58,0.0804916694675181,0,0,5,3,0
564,offline,blitz,0,0,211.0,MM,0,-44,-413,-0.1014221073044602,2,1,0,0,0
565,offline,blitz,7,0,210.0,MM,0,6,59,0.0259754028837998,1,0,0,0,1
566,offline,blitz,2,0,392.0,MM,0,7,78,-0.0523916173412254,7,3,1,1,1
567,offline,blitz,15,0,324.0,MM,0,-14,-204,0.0527009566567912,24,14,0,0,0
568,offline,blitz,6,0,282.0,MM,0,-8,-91,-0.0576923076923077,13,4,0,0,0
569,offline,blitz,-30,0,201.0,MM,0,-21,-148,-0.2323908104014137,1,1,0,0,0
570,offline,blitz,5,0,223.0,MM,0,-3,-9,-0.0338300443012484,0,0,0,0,0
571,offline,blitz,3,0,279.0,MM,0,4,112,-0.0474582413599974,3,3,0,0,0
572,offline,blitz,-1,0,231.0,MM,0,-10,-52,-0.0586657946370177,7,2,0,0,1
573,offline,blitz,8,0,419.0,MM,0,3,107,-0.0779300396682294,7,3,0,0,1
574,offline,blitz,2,-1,203.0,MM,0,4,15,-0.0499999999999999,5,4,0,0,0
575,offline,blitz,0,1,201.0,MM,0,25,189,0.2081111957349581,0,0,1,0,0
576,offline,blitz,-5,-1,259.0,MM,0,11,70,0.0435455349248452,13,4,0,0,0
577,offline,blitz,4,0,227.0,MM,0,-3,63,0.0189116584252566,0,0,0,0,0
578,offline,blitz,3,0,216.0,MM,0,-14,-81,-0.1582511865644396,7,2,0,0,0
579,offline,blitz,6,0,394.0,MM,0,1,97,-0.0599104143337066,7,3,0,0,0
580,offline,blitz,-16,0,222.0,MM,0,-29,-242,-0.0453620053441913,4,1,1,1,0
581,offline,blitz,2,0,216.0,MM,0,-6,-84,-0.3096153846153845,13,4,0,0,0
582,offline,blitz,-20,0,221.0,MM,0,18,199,0.0224161899160563,6,3,0,0,0
583,offline,blitz,-16,0,246.0,MM,0,0,31,-0.0492610837438424,8,6,1,1,0
584,offline,blitz,1,0,434.0,MM,0,11,148,-0.1155965045592706,7,3,0,0,0
585,offline,blitz,10,-1,246.0,MM,0,20,173,0.3952072538860103,1,0,0,0,0
586,offline,blitz,2,0,255.0,MM,0,-18,-183,-0.0244273024777933,6,2,0,0,1
587,offline,blitz,6,0,237.0,MM,0,-23,-266,-0.0720864499009749,24,14,0,0,1
588,offline,blitz,14,0,241.0,MM,0,-19,-194,-0.0588625135558501,3,2,1,0,1
589,offline,blitz,15,0,329.0,MM,0,-15,-26,0.0214736012608351,7,3,0,0,1
590,offline,blitz,3,0,245.0,MM,0,22,246,-0.0694444444444444,1,0,0,0,0
591,offline,blitz,-16,1,259.0,MM,0,-16,-111,-0.116051660516605,4,1,0,0,1
592,offline,blitz,11,-1,204.0,MM,0,11,79,0.1681878306878306,7,2,1,0,0
593,offline,blitz,3,0,232.0,MM,0,-10,-148,-0.1393938474300223,24,14,0,0,1
594,offline,blitz,9,-1,245.0,MM,0,8,102,-0.0888888888888888,5,4,0,0,0
595,offline,blitz,15,0,212.0,MM,0,4,13,0.1090961427748992,5,3,0,0,1
596,offline,blitz,2,0,213.0,MM,0,4,27,0.0251512331316891,19,10,0,0,0
