Name,FideID,Rtg
dummy,dummy,dummy
Khamdamov Suhrob,14700042,2202
Sharifov Mekhriddin,14701545,1922
Ilkhomi Jaloliddin,14700948,1875
Blagojevic Dragisa,900885,2481
Draskovic Luka,944335,2464
Kalezic Blazo,921815,2456
Tomic Aleksandar,16501799,2365
Ssegwanyi Arthur,10000100,2395
Kawuma Patrick,10000127,2323
Wanyama Harold,10000380,2312
Emojong Elijah,10000402,2283
Okas Walter,10001204,2220
Nsubuga Haruna,10000569,2135
Caruana Fabiano,2020009,2820
Ding Liren,8603677,2791
Nepomniachtchi Ian,4168119,2789
Grischuk Alexander,4126025,2777
Giri Anish,24116068,2776
Wang Hao,8602883,2763
Vachier-Lagrave Maxime,623539,2758
Alekseenko Kirill,4135539,2696
Caruana Fabiano,2020009,2820
Ding Liren,8603677,2791
Nepomniachtchi Ian,4168119,2789
Grischuk Alexander,4126025,2777
Giri Anish,24116068,2776
Wang Hao,8602883,2763
Vachier-Lagrave Maxime,623539,2758
Alekseenko Kirill,4135539,2696
SARACI NDERIM,6351921,2424
YELETSKY IVAN,24180327,2448
SAHIDI SAMIR,14936372,2406
POUR AGHA BALA AMIRREZA,12572896,2432
DJORDJEVIC VUK,902098,2350
RADUSINOVIC LAZAR,939986,2327
SIDHANT MOHAPATRA,5028698,2367
VESTBY-ELLINGSEN MADS,1520857,2340
PETRIASHVILI NIKOLOZ,13611216,2425
VITENBERG NOAM AVIV,1532138,2320
ROYAL SHREYAS,448869,2121
TALIBOV SHIROGHLAN,13429078,2083
BENEDETTI JULIO,172545,2282
EWERT HANNES,12961574,2266
GALLO GARCIA KEMEL ANTONIO,3523896,2328
BOYER MAHEL,45102422,2333
LUND GUNNAR,1520814,2312
DIAZ PEREZ MICHEL ALEJANDRO,3517179,2459
KAPITANCHUK TOMAS,135046,2320
BAYRAMOV ELVIN,13406655,2320
SAMU GABOR JR.,726354,2321
DE SILVA L M S T,9953698,2085
MODELL BRAGE,1545540,1897
MAMMADOVA GULNAR,13403508,2382
TIFFERET SHAKED,2811529,2206
REICH THOMAS,4601009,2364
BENKOVIC PETAR,922641,2398
UNNELAND MATHIAS,1525581,2306
GULKOV IGOR A.,4120973,2358
TERLETSKY OLEG,14116774,2213
MAGALAKIS STEFANOS,25834134,2030
ZLATIN ALEXANDER,2810549,2329
KARAGYOZIAN EDGAR,13303341,2194
SHYMANSKYI OLEKSANDR,14168880,2296
HILLE WILLIAN HENRIQUE,2149826,2018
OBRINGER JEAN-MARC,623903,2074
USMANOV ILNUR,4111303,2147
JAVADOV HABIL,13424165,1917
OYE-STROMBERG ALEXANDER,1525999,2148
LOPEZ RAYO SANTIAGO,4455665,1957
AGIBILEG UURTSAIKH,4901606,2413
NAJGEBAUER SZEMJON,14102501,2158
LAUDA ALEXANDR,13903179,1899
GONZALEZ LEANDRO,4452879,1751
PROHOROV OLEXANDR,14105578,2086
Bai Jinshi,8602280,2618
Chandra Akshat,25006711,2536
Vokhidov Shamsiddin,14204223,2529
Janik Igor,1159259,2495
Kevlishvili Robby,1040634,2495
Bajarani Ulvi,13403028,2458
Brodsky David,2073250,2455
Schmakel Sam,2039311,2435
Elias Reyes Jorge Roberto,3517470,2428
Shapiro David,24133523,2395
Ynojosa Aponte Felix Jose,3900258,2393
Tokhirjonova Gulrukhbegim,14203626,2362
Sliwicka Alicja,1150677,2346
Saurabh Anand,5094496,2304
Abdulla Murad,2403757,2287
La Villa Rivas Marlon Javier,3519546,2252
Kubicka Anna,1152254,2235
Quiroga Jaquez Angel Ivan,5117801,2214
Xiong Ferdinand,24654132,2211
Ahmed Ahmed Alaa,10624562,2171
Scripcaru George-Daniel,1219685,2170
Shamatava Ana,13601008,2155
Antonov Andrey P.,24157031,2137
Santos Ricardo Alexandre Luis,1916424,2121
Panchyshyn Taras,14128616,2120
Arpan Das,5007208,2110
Zhao Shengxin,8608040,2110
Pratama Constantius Leonardo,7104677,2096
Mollo Jhoan,3304620,2073
Laxamana John Jasper,5221170,2069
Papakonstantinou Dimitrios,4250990,2049
Danilova Rada,34156760,2048
Van Doren Bas,1048503,2032
Zaza Ludovic,1320572,2032
Du Yuxin,8610282,2014
Fadlilah Muhammad Harits,7123183,1995
Mangold Noe,26016818,1993
Pastuszko Kinga,1179870,1984
Ballista Massimiliano,866385,1957
Debankan Dhara,5056586,1950
Koukas Anastasios,4275330,1933
Wu Yiqian,8638144,1922
Ghosh Samriddhaa,5094003,1910
Lesmana Singgih Satria,7106742,1875
Gutierrez Vargas Robert,3831663,1870
Rangel Hernandez Carlos Al,5131243,1852
Camp Imogen A L,1802240,1849
Fierro Jaquez Carlos Jahi,5117836,1833
Mourogiannis Konstantinos,4295978,1833
Bencomo Murga Francisco,5156459,1816
Alshehri Tariq Nasser,21515271,1798
Sydoryak Vira,14163365,1791
Mahtani Nitin,11102870,1773
Pereira Tiago Novaes,2174111,1771
Lemi Daniel John,5206944,1752
Porsia Enzo,26024217,1752
Kosmidis Nikolaos,25815504,1742
Kollias Ioannis K.,4297105,1721
Maharramli Chingiz,13404920,1717
Aagam Aditya E,35056557,1707
Medina Murgado Lien,5129141,1707
Mirissage D.O.,9904638,1690
Amangeldiyev Abylai,13717260,1676
Mangi Lenox,10811036,1661
Koh Wei Heng Jeffery,5810698,1637
Rodriguez Perez Marta,24541656,1636
Moreno Herrera Rodrigo,3833437,1633
Falsaveta Ken Nahel,7107102,1594
Torres Flores  Marco,5139171,1593
Dy Daphne Mae,5224853,1578
Devanshi Rathi,25041452,1559
Albarez Mendoza Susana,5132690,1530
De Silva Shelani,9909745,1511
Kender William,446947,1393
Mansour Halim,5310636,1385
Gawande Sumeet,35001450,1360
Naitik Choudhary,45067490,1355
Obeid Omar,5311284,1327
Kunal Sharma,45062390,1324
Sudharshan K V,35017578,1288
Espinoza Briones Helen Ai,5131502,1266
Himanshu B Patra,25972383,1261
Salim Azoobi,8108684,1176
Harshana Pillai,25711920,1073
Aaditya Bharadwaj A,35056263,0
Aritra Chatterjee,35025546,0
Soham Ketan Parekh,33310106,0
Masvikeni Admire,,0
Elbaz Ahmed,,0
Ortiz Rodriguez Aldo,,0
Gros Antonin,676900,0
Largo Barrientos Antonio,,0
Strygun Arthur,,0
Diaz Hernandez Arturo Jonathan,,0
Bauer Baptiste Henri,,0
Gribbon Ben,,0
Simonet Benoit,,0
Ortiz Arreola Braulio,,0
Turgut Burhan,,0
Requejo Flores Christian Daniel,,0
CARVENNEC Dillan,,0
Zhang Emily,3239810,0
Focil Mendoza Felipe Rafael,,0
Bastos Fabio,,0
Giuriani Giovanni,,0
Tiwari Gourav,,0
Tissier Gregoire,,0
Fadhilah Oktavia H.S Sheila,,0
Abdelrahman Hanaa,,0
Fong Hector,,0
Byrd Zuniga Hector Javib,5134927,0
Syeda Sadia  Huq,10241639,0
Litner Igor,,0
Abdella Isaac,,0
Aburto Zapata Juan Dolorier,,0
Mbuthia Joseph,,0
Moreno Lujan Josue,,0
Sales Filho Jose Gabriel Sampaio,,0
Nogueira Joao,,0
Campbell Kahli,7405731,0
Kumar Kundan,,0
el Yaman Lynn,,0
Radocaj Maja,,0
Muslija Marcel,,0
Hatem Elbassiouny Mariam,10672281,0
Boyle Martin,,0
Buteau Maxime,,0
Mobark Mohamed,10685090,0
Rodriguez Palacios Nancy Lizbeth,,0
Tymczuk Noa,,0
Kobasiar Oleh,,0
Soetanto Paul Samuel,,0
Szalewicz Paulina,,0
Soares Pedro Felipe,,0
Singh Prashast Pratap,,0
Ma Qianli,,0
Anjou Raphael,,0
Christin Raphael,,0
Mahmudzada Rashad,,0
Zaitmetov Ravshanbek,13751310,0
Andrade Ricardo,,0
Borovets Rostislav,,0
Sanchez Salma,,0
R Sharwary M,,0
Ahmad Shazia,,0
Saini Sushant,,0
Mathe Thobani Ricky,,0
Ranoto Tumelo,14348632,0
Yuan Yao Qian,,0
Bok Benjamin,1017063,2624
Antipov Mikhail Al.,4107012,2609
Vazquez Guillermo,3702308,2527
Priasmoro Novendra,7105029,2502
Reshef Omer,2804336,2495
Raja Harshit .,5089000,2472
Taher Yoseph Theolifus,7105347,2455
Hess Max,24656666,2441
Muckle Julius,12942430,2423
Wheeler Cameron,2060531,2398
Tsolakidou Stavroula,4264312,2379
Garidmagnai Byambasuren,4902963,2369
Stefanov Emil,2914794,2350
Antolak Julia,1159569,2306
Chan Kim Yew,5717981,2303
Yim Sung Ho,2062020,2281
Papakonstantinou Dimitrios Thes,4218655,2251
Avramidou Anastasia,4239873,2238
Drakoulakos Grigorios,4264541,2219
Triantos Konstantinos,4274300,2210
Easton Jack,30900069,2175
Shafi Declan,2405156,2166
Mendoza Shania Mae,5211158,2158
Villacorta Nicolas David,22295135,2153
Doluweera Minul Sanjula,9910760,2139
Lage Pedro Ferreira,2154269,2123
Nomindalai Tumurbaatar .,4904095,2111
Gutkovich Polina,34111597,2110
Huseynov Ahad,16225880,2098
Kirilin Dmitrij,13512722,2093
Umbetov Kazybek,13711253,2073
Khrapko Marharyta,13510657,2049
Dubuisson Samuel,26013690,2044
Hryshchenko Kamila,14147491,2028
Djukin Marko,14539292,2011
Tretiakov Dmitriy,24232904,1997
Chmielarz Maciej,1149296,1993
Fluerariu Radu-Cristian,1218727,1985
Fernandes Tiago Saraiva,1920928,1957
Fica Cruz Joaquin,3419657,1949
Cervero Tristan Jared,5218578,1933
Garcia Andrada Heidy Nicole,3831779,1912
Mentchikov Mikhail,4119380,1907
Bahamondes Cepeda Jose Patricio,3419797,1893
Noir Mathys,26049880,1890
Sataeva Lana,34165719,1869
Rompich Cotzojay Rudik Roberto,65900022,1854
Lekomtsev Maksim,44108010,1847
Waardenburg Feline,1047558,1836
Ang Teng Yen Eugene,5833469,1836
Herrera Diego,6601170,1832
Dabos - Doukas Ioannis,4284488,1792
Andria L D`souza,5066808,1786
Lopez Sanchez Anastacia Antonia,5115825,1775
Coman Emilia-Florentina,1226070,1770
Palencia Julio,7301618,1752
Nekrasov Ruslan,34137499,1745
Ruiz Villalba Andrea,5138167,1741
Alarcon Morales Alicia,5117569,1724
Boera Felix .,10818677,1716
Masaiti Besa,11310570,1708
De Paula Luan Araujo,22739998,1706
De Briey Aurian,256382,1690
Matta Besh Vignesh Reddy .,25006169,1687
CCorimanya Ttica Ruth,3855813,1677
Deng Haoyou,8627878,1672
Chandula E D S,9901876,1661
Zamyatin Oleg,34145971,1657
Sarakatsanis Ioannis Athanasios,25816624,1632
Anipchenko Polina,34189529,1619
Bitarinsa Arthur .,10007709,1617
Balewa Jimmy .,10014594,1595
Hernandez santos Hugo Israel,5119871,1592
Aditya Priya .,25651404,1579
Sandoval Lago Israel,5123208,1576
Kabzinski Jan,21875146,1558
Espinoza Briones Aldo Ivan,5128617,1535
Portelli Timothy,5601606,1529
Purkic Ruza,14538806,1483
Ramirez Quiroz Eddi Gino,3845036,1478
Masliyevych Maksym,14193159,1458
Al Mamari Imran,22007083,1452
Starikova Uliyana,34188948,1395
Abdelrahim Abdelrahim,8104816,1383
Carvajal Diaz Alejandro Alfonso,3975525,1363
Zelaya Contreras Fatima,3834646,1348
Handa Shivam .,46672079,1323
Yash Dahiya .,46680802,1286
Al Habsi Sultan Mohamed,22010181,1267
Pineda Duarte D. Raul Anibal,7305346,1259
Parwekar Anvay .,25629921,1052
Miguel Angelo Villar .,5261635,0
Syed Nizam Mehdi .,45020086,0
Vishu Saini .,25157418,0
Aboelnoor Abdullah,,0
Pablo Sotelo Abraham De Jesus,5155762,0
Wicaksono Aji Bagus,7107129,0
Saroufim Alexandre,,0
Aljohani Amjad,,0
Grskovic Ana,14552027,0
Barrera Gama Andre Carlos,,0
Shattuck Andrew,,0
Trapence Brian,,0
Jesus Bruno Araujo de,,0
Cuevas Cuello Carolina,,0
Di Maio Claudio,,0
Alonzo Medinilla Diego Andres,,0
Zimnikov Dmitriy,34307125,0
Rzeszowski Dominik,,0
Chaika Egor,34419640,0
Zwierzynska-Drewniak Ewelina,,0
Oyoko Ferdinand,,0
Reis Filipe,,0
Contreras Cuevas Gustavo Andres,,0
Ibrahim Hassan,,0
Stefanyk Ivan,,0
Walklett James,,0
Zhao Jason,,0
Haynes Javaughn,7407149,0
Hillebrands Jerome,651081520,0
Zeng Jingzhe,,0
Maurin Kevin,,0
Sugurov Khamza,13755900,0
Rao Krishan Kumar,,0
Franck Laperche,,0
Harada Livia Moreira Fristachi,,0
Revello Lucas,,0
Monnot-Prada Martin,,0
Orbegozo Miguel,,0
Arias Perez Nathaly Milagros,,0
Ramos Nufio Natalia Maria,,0
Holla Navaneeth,,0
Ali Nikhat,,0
Cavalcanti de Oliveira Fonseca Ba,,0
Ahmadbekov Rahmonbek,,0
Peredo Ricardo,30938708,0
Xicay Roberto,,0
Rueda Lujan Rodrigo Anibal,,0
M Rohan,,0
Gomes Rylan,,0
Elhusssein Salma,,0
Miesen Sander,,0
Djambov Simeon,,0
Iqbal Taha,,0
ROUSTAN Tanguy,,0
Pereira Tiago,,0
Bangar Vaishnavi,,0
Baklazhkov Vladyslav,,0
Cephas King'ori Wangari,,0
Moreno Lujan Ximena,,0
Shevchenko Kirill,14129574,2599
Vorontsov Pavlo,14116367,2540
Sorokin Aleksey,24176460,2521
Ruiz Castillo Joshua Daniel,4400704,2502
Chen Qi B,8614733,2493
Beradze Irakli,13604597,2475
Escalante Ramirez Brian Sebasti,3819566,2454
Ali Muhammad Lutfi,7103743,2399
Sargsyan Anna M.,13308130,2383
Stearman Josiah,2062496,2374
Tahay Alexis,26090961,2366
Campos Jimenez Augusto Cesar,3517160,2351
Giannoulakis Lampros,4247019,2325
Subhayan Kundu .,5094801,2305
Muha Miljenko,14533332,2290
Baselmans Luuk,1051008,2251
Ciolek Andreas,12906727,2247
Eswaran Ashritha,2080788,2244
Leeb Simon,12924768,2207
Suarez Figueras Adrian Daniel,3528022,2166
Fisabilillah Ummi,7104804,2159
Ccerhuayo Escobedo Mels Leopold,3825302,2153
Alloui-Cros Baptiste,20699824,2139
Korniotis Filippos,4236912,2133
Kowalec Maciej,1167600,2123
Lojovic Matija,959022,2119
Luna Javier Edgar Froylan,5120101,2114
Alfonso Ruisanchez Laritza,3521044,2108
Palmero Martinez Rachel,3516466,2099
Velo Arredondo Alonso,5118794,2068
Baltazar Ibanez Diego,5120586,2054
Dai Wenzhi,8608369,2044
Avetisyan Mariam,13307622,2027
Ulziikhishigjargal Ochirkhuyag,4903188,2020
Vernimmen Pierre,251917,2010
Mantilla Gras Geydis De la C.,3521508,1997
Sharan Rao,5073464,1992
Habibi Azmi Nur,7108192,1986
Goncalves Leonardo Yamamoto Por,2122901,1979
Brunova Blanka,360384,1960
Pattnayak Nilsu .,35043943,1948
Ortega Carrasco Alex Benjamin,3411745,1935
Fernanda Agus Saputra .,7120974,1932
Arenas Caiceros Karhim,5165164,1917
Brison Lucas,26034476,1906
Guimalan Francis Xavier,5232023,1902
Dzurak Vitalii,14143100,1894
Revita Samantha Glo,5205085,1889
Valente Joao Nuno Baptista,1908987,1878
Rousseau Matthieu,26049724,1867
Solis Chimoy Blanca,3811441,1854
Celestino Raul,3813630,1845
Hernandez Rendon Carlos A,5116856,1838
Morison Julien,26037505,1828
Zhang Hou Han,2623498,1813
Pannwitz Kai,2403226,1802
Ribeiro Rafael A Figueiredo,1929844,1783
Cristocea Gabriela,1267361,1757
Porras Romero Kenneth,5142210,1745
Pheng Wissam,26008505,1739
Gagarin Ivan,34189960,1725
Luna Divine Grace,5232554,1716
Porsia Pietro,26024225,1709
Kozybayeva Alisa,13708317,1704
Olendo Sara Francine,5229898,1692
Cardenas Quispe Mariano Anthon,3837068,1686
Gabitova Dilyara,13726790,1671
Lau Yan Han,5810728,1670
Njuki Gabriel .,10816127,1661
Gredka Dominika,1172247,1657
Ling Jin Sheng Timothy,5802164,1640
Vildosola Canales Melany,3417085,1632
Flores Kristine Mae,5223806,1613
Anjali Manoj .,5083982,1576
Morata Jules,26094851,1568
Gomez Marti Fernando,32099916,1540
Kablar Dorian,14544423,1515
Parente Francisco,1957210,1506
Low Yi Xin,5833450,1486
Morvrange Camille,20666454,1461
Md. Habibul Bashar Zihad,10233598,1447
Vanneste Axel,36020192,1395
Pfuyo Ana,3827046,1381
Panchami Shenoy K .,25016881,1371
Francia Arzapalo Camila,3812790,1334
Sanchez Mendoza Karla Mon,5123445,1320
Chand Aniketh Akhil,11402296,1240
Keshavendra Mishra .,46655751,1238
Saurav Suman .,25918893,1189
Saldivar Sifuentes Fabrizio,3859274,1150
Akok Benjamin,3244792,1104
Matthew Bailey .,23800011,1049
Arkodipto Dutta .,33342024,0
Kambindangolo Elton .,15208044,0
Shaik Jafer .,25761480,0
Shakuali Zhansaya .,13780085,0
Alfarra Abdullah,,0
singhal Abhinav,,0
Kamel Abu Elmagd Ahmed,10675450,0
Gardner Aidan,,0
Negrette Merino Aldo Gabriel,,0
Fairley Alexander,,0
Goncalves Ana Margarida,1966979,0
Tsogt-Ochir Bold,4904664,0
el Khoury Charbel,,0
White Darius,,0
Rabotti Davide,,0
M Dhashin Krishna,,0
Muth Grzegorz,,0
Biesley Gutsa,,0
Pazmay Helen,,0
Souza Igor Esquivel,,0
Jovanovich Jacob,,0
Serrano Herrera Jorge,,0
Gonzalez Balderas Julio Cesar,,0
Williams Lamar,7405847,0
Westin Lana Goncalves,,0
Stepanyants Levon M,34376607,0
Westerloppe Louis,,0
Jing Luda,,0
Ortiz Galina Luisa Fernanda,,0
Paredes Mario,,0
Subbotina Mariya,34427872,0
Blasio Lozano Maria Regina,,0
Barbic Matko,,0
Sarker Mir Mahmid,,0
Julien Noel,,0
Acevedo Oscar,,0
Godoy Godoy Oscar Leonel,,0
Solares Godoy Pablo Andres,7305850,0
Nicorescu Patricia,,0
Verma Pranav,,0
Zhang Richard,,0
Mammadov Shahhuseyn,,0
Al Ayyubi Sholahuddin,,0
Sithole Sibonelo,,0
Lazar Stanislav,,0
De La Torre Castro Tonathiu,,0
ROUSTAN Valentin,,0
Sharda Vinayak,,0
Xiong Yiwei,,0
Amama Zied,,0
Albornoz Cabrera Carlos Daniel,3518736,2573
Ali Marandi Cemil Can,6300529,2543
Laurusas Tomas,12803731,2505
Repka Christopher,14918781,2491
Preotu Razvan,2613280,2487
Bilguun Sumiya,4901541,2454
Badelka Olga,13509926,2428
Burri Quentin,26028654,2415
Elistratov Semen,24134325,2401
Toma Radu-Cristian,1217992,2385
Grieve Harry,426520,2351
Fontaine Quentin,230804,2324
Rakhimzhan Alen,13707213,2273
Antova Gabriela,2915235,2250
Poulopoulos Ioannis,4218078,2236
Kouskoutis Georgios-Alexandros,4234049,2231
Arpita Mukherjee,5056403,2206
Telesforo Cyril Felrod,5229472,2203
Shoboev Dandar,44197012,2185
Librelato Kathie Goulart,2153963,2165
Medvedyk Volodymyr,14137186,2159
Cahen Alexis,26076918,2140
Wang Michael,2079186,2133
Gallestey Calvo Ariel,3521494,2125
Gorovenko Darya,24173800,2106
Dallemagne Maximilien,236543,2100
Mehta Jwalin .,25047191,2086
Ferraguti Francesco,853950,2067
Kembayev Bakhytzhan,13712195,2054
Panko Radoslav,14935635,2044
Muckle Richard,12942553,2038
Salah Nadezhda,14139758,2026
Monteiro Paulo Alexandre G,1942999,2023
Constanzo Vivanco Mario Felipe,3412989,2008
Anisa Aay Aisyah,7102895,1999
Puppi Lazo Stephanie Beatriz,3826104,1992
Nur Abidah Shanti,7104898,1986
Herrera Aruca Jorge Frank,3525821,1964
Gesyan Suren,13305735,1945
Ozuna Ramos Kevin,5140560,1935
Fecker Jan,1334255,1932
Koster Chiel,1047990,1913
Simpson Bonta Enrique,3423875,1913
Rajaryan Kuvelkar .,5096235,1905
Radostev Dmitry,54108543,1889
Tawegoum Ivan,20640153,1880
Stasiuk Vitaly,14141558,1855
Castillo Rivera Carlos Alberto,3413322,1841
Sole Michael D,4309030,1828
Kalyva Kyriaki,4271181,1823
Lepoittevin Thomas,26091461,1811
Solime` Marco,899844,1781
Guzman Miraval Christian Andre,3811212,1776
Blakeman Cole,30948525,1745
Reau Florine,20643187,1738
Perez Olaguivel Rolando German,3827887,1714
Lefrere Jean,36005347,1710
Osena Alexis Anne,5207002,1704
Blagoveschenskaya Ekaterina,24174491,1685
Rapoza Prince,11005661,1671
Mokhtar Amir,10648704,1665
Diaz Espinoza Axel Alberto,5128722,1641
Opoka Joshua .,10006346,1631
Thanga Manickam M .,45002584,1623
Ivani Ortega Felipe,3421040,1611
Mahip Singh .,25015044,1599
Alonso Prieto Victor,24551660,1551
Molina Mendoza Andrea,5115744,1541
George Dawod Hany,10634800,1523
Kozhamberdiyev Alan,13763601,1517
Sakshi Pradyumn .,25015176,1504
Lugo Aldana David Eugenio,5123895,1490
Harutyunyan Vardan,13312162,1476
Shaurya Kumaria .,25651269,1461
Md Showhal Saad,10238700,1436
Al Mamari Ali Abdullah,22009671,1375
Lana Haymoor .,8111626,1342
Leon Badillo Antonia,3427870,1320
Nikhilesh Prabhakar .,35075306,1298
Gamage Yasasmi Umarusiru,9906355,1271
Fedysiv Zoryana,14152649,1149
Yadav Ankit .,25613553,1114
Sudhanva K V .,35052608,0
Hattouti Abdelhakim,,0
Frieders Ace,,0
Juarez Rojas Alan,,0
Broshar Alisdair,,0
Kuanyshbay Alisher,,0
Muggaga Allan,,0
Varga Andrea-Alexandra,,0
Cachia Andrew,5603498,0
Ramos Castillo Angel Urie,5139775,0
MILAN GARCIA Ariadna,,0
Panel Auguste,,0
Singh Avineet,11402334,0
Ajmi Aziz,,0
Dimas Permana Bayu Novianto,,0
Perez Montealegre Blanca Eugenia,,0
Acevedo Aybar Camila Elizabeth,3819698,0
Garcia Carlos,,0
Hui Chun Hei Jun,66204909,0
Sorice Correa Eduardo,,0
Pena Vasquez Emerson,,0
Grandval Emma,45111855,0
Hun Erick,,0
Fuentes Flores Estrella Azucena,,0
Shanks Ethan,,0
Olivares Fabian,,0
Nakashima Felipe,22749098,0
Cevallos Gabriel,,0
Momchyan Gayane,,0
Machado Guilherme,,0
Aghajnyan Hakob,,0
Murali Hariprasad,,0
Chhangani Ishan,,0
Calderon Nolazco Junior Adelfo,,0
Cerqueira Joel,,0
Huseynli Kamil,,0
Mahmud Kowsar,,0
. Kulvinder,,0
Ramos Lucas de Lacerda,,0
Carrasco Lizarraga Luis Eduardo,5171849,0
Kho Lynus Garrett,5243939,0
Chaaban Mazen,,0
Mapulesi Mcdonald,,0
Anghelici Mihail,,0
Alkhabaz Mustafa Abdullah M,21523835,0
Shpak Nikita,55635423,0
Tamburro Oliver,,0
Lopez Godinez Oscar Fernando,,0
Nikos Papagiannis,,0
Fraczak Pawel,,0
Wojtasiewicz Pawel,,0
Heeb Ramon,,0
Bhardwaj Rochak,,0
McCrea Ryan,,0
Mendez Samuel,,0
Smith Samuel,7407130,0
Wienegge Sophie,,0
Das Suprakash,,0
Snigdhha Swetaa,,0
Fizzarotti Theo,26065720,0
Santos Thiago Teixeira dos,,0
Liu Weifan,,0
Kong Xiangdong,,0
Krasnogor Yuri,34125035,0
Mahmoud Zaraa,,0
Di Zexu,,0
Qin Zhipei,,0
Shiga Zyon Issami,,0
Oparin Grigoriy,24125890,2652
Gabuzyan Hovhannes,13303732,2557
Xu Yinglun,8604940,2554
Iniyan P,25002767,2506
Grinberg Eyal,2806070,2491
Hernandez Gonzalez William,3509915,2481
Osmak Iulija,14101602,2428
Agibileg Uurtsaikh,4901606,2413
Gatineau Yovann,26028999,2401
Kambrath Yannick,20632525,2375
Gomez Sanchez Jorge Marcos,3506649,2352
Srijit Paul,5094798,2312
Bosnjak Petar,14532581,2308
Medina Diaz Rafael Alejandro,3521540,2290
Uuriintuya Uurtsaikh,4900227,2288
Macko Miroslav,14932695,2273
Vojinovic Luka,922846,2265
Kiolbasa Oliwia,1154613,2255
Matanovic Luka,14528304,2251
Morales Marmol Marcos Antonio,3518302,2241
Vojak Daniel,14535262,2232
Gallagher Daniel Gh,436550,2205
Amaro Alfonso Raynner,3521770,2186
Cosman Andreea-Marioara,1217968,2164
Manukyan Artyom,13305786,2148
Wang Yukun,8607966,2117
Kools Thomas,1054759,2103
Tazzioli Luca,863491,2102
Wei Siwei,8638098,2099
Ribiere Damien,26041634,2083
Felix Soto Alfredo,5119090,2075
Paiva Henrique M A Albergaria,1920995,2065
Naran-Erdene Naranbaatar,4903900,2055
Fritz Antoni,1169327,2043
Xia Xiangchen,8607338,2039
Vardanyan Aram,13310798,2025
Rosicki Marcin,1127071,2023
Van Hoorn Geert,1048112,2000
Owen Michael,7104820,1991
Alfaro Mauricio Kevin Johan,3819671,1969
Huarcaya Silloca Carlos Enrique,3832570,1942
Aji Firman Cahya Wardhana,7109962,1936
Medvedyk Vasyl,14137143,1930
Musasizi Emmanuel,10004084,1914
Varma Shabdhik,5067430,1899
Lagaras Stylianos,25837788,1865
Poras Sanjay Kolgane,5028426,1858
Abylkasymov Kairatbek,13803263,1827
Oroche Mayta Mario,3822745,1825
Acevedo Chavez Freddy Adrian,3825507,1808
Grolleau Matteo,26017482,1804
Cona Jara David,3453375,1779
Martinez Mesa Chaneli,3520412,1763
Asmita Das,5093872,1759
Prado Gabriel Fabricio David,3825973,1751
Arvizu Rivera Patricia Sa,5118492,1735
Kumar Viney,3226867,1711
Panov Alexandr,34229043,1703
Grammatikaki Aggeliki,25802607,1682
Srivatsav Aadarsh,2093499,1665
Shibashish Mahapatra,5084989,1652
Avila Bautista Teresa Ale,5118506,1642
Avalos Herrera Ian,3431193,1630
Popa Andrada,1240242,1624
Rutvik Moharil,5097142,1610
Gutierrez Bernardini Eduardo,5128757,1584
Mendez Cordoba Yesua Leonel,5147549,1571
Payro Esteva Matias,5144450,1570
Olvido Kris Oswald,5212235,1561
Echavarria Gonzalez Mariana Y.,3520382,1549
Toribio Alvarado Brath,3836479,1544
Mugide Safinah,10005188,1518
Angira Choudhuri,25076949,1468
Agrawal Anay,46644750,1464
Contreras Sulca Josue Carlo,3842878,1376
Davis Christopher,7402848,1337
Andrade Ortega Gabriel Osiris,5140200,1332
Sharma Siri,35006789,1320
Sathma Devni,9917845,1299
Mejia Teran Daniel,3619206,1271
Deepak Kumar,25781782,1198
Shivaram Acharya,45044481,1145
Koffas Georgios,42133866,1136
Aayush Sahay,5084318,0
Raneen Altahrawi,8118329,0
Farhat Abbas,,0
Dewar Adam,,0
Corvera Zamora Adrian,,0
Sindhwani Akshat,,0
Gonzalez Alberto,,0
Pepegna Alessandro,,0
Gelis Alexis,45185530,0
Dilla Allan,,0
Arcos Tejeda Alvaro,3821552,0
Joseph Antony,,0
Yavari Arash,,0
Restiany Atika,,0
Handiar Bagas Prakoso W. P.,,0
Soares Camila Oliveira,,0
Navarro Ruiz Christian Joel,,0
Schopfer Clayton,,0
Poghosyan David,,0
Riley David,,0
Galvez Flores Franco Matias,3419584,0
Neto Geraldo Marostica,,0
Whyte Gifford,7407157,0
Dwivedi Harsh,,0
DURAND Hugo,,0
De Veyra Jaime,,0
Juarez Guadarrama Jonathan Ismae,,0
Silva Torres Joao Pedro,,0
Zhu Judy,4302761,0
Kuznetsov Kyrylo,14141183,0
Olivier Lanvert,,0
Silva Leonardo de Lima,,0
Sibisi Lindokuhle Vukile,,0
Schenck Lucas,,0
Marek Maciej,,0
Wooten Malcolm,,0
Padilla Castillo Marcelo,,0
Schwarzkopf Mario,,0
Leboeuf Mathieu,,0
Al Mughaizwi Muna,22013059,0
Castillo Osiel,,0
Gabriel Paul,,0
Brito Pedro Henrique Alconara,,0
Li Qiao,,0
Savla Rajvi,,0
Srivastava Rishav,,0
Vieg Sabilla Erlangga,,0
Huseynova Sabina,,0
Shukla Samarth,,0
Elabu Samuel Peter,,0
Ochoa Sebastian,,0
Konig Severin,,0
Cortes Contreras Sinuhe Isay,,0
