,medium,time_control,age_diff,home_country_diff,rating_diff,players_sex,upset
1251,offline,standard,-1,0,227.0,MM,0
1252,offline,standard,-47,-1,275.0,FM,0
1253,offline,standard,-4,0,757.0,MM,0
1254,offline,standard,-11,0,567.0,MF,0
1255,offline,blitz,8,0,534.0,MM,0
1256,offline,blitz,0,0,337.0,MM,0
1257,offline,blitz,-6,0,337.0,MM,0
1258,offline,blitz,-12,0,286.0,MM,0
1259,offline,blitz,-1,0,261.0,MM,0
1260,offline,blitz,23,0,263.0,MM,0
1261,offline,blitz,-4,0,268.0,MM,0
1262,offline,blitz,3,0,276.0,MF,0
1263,offline,blitz,-12,0,273.0,MM,0
1264,offline,blitz,0,0,274.0,MF,0
1265,offline,blitz,4,0,274.0,MM,1
1266,offline,blitz,-15,0,293.0,MM,0
1267,offline,blitz,7,0,317.0,MM,0
1268,offline,blitz,-18,0,335.0,MM,0
1269,offline,blitz,-9,0,314.0,MM,0
1270,offline,blitz,0,0,338.0,MF,0
1271,offline,blitz,3,0,361.0,MM,0
1272,offline,blitz,0,0,361.0,MM,0
1273,offline,blitz,-1,0,338.0,MM,0
1274,offline,blitz,2,0,352.0,MM,1
1275,offline,blitz,-18,0,363.0,FM,0
1276,offline,blitz,20,0,454.0,MM,0
1277,offline,blitz,14,0,251.0,MM,0
1278,offline,blitz,-3,0,270.0,MM,0
1279,offline,blitz,-1,0,207.0,MM,1
1280,offline,blitz,7,0,224.0,MM,1
1281,offline,blitz,30,0,243.0,MM,1
1282,offline,blitz,6,0,235.0,MM,0
1283,offline,blitz,-3,0,275.0,MM,1
1284,offline,blitz,-14,0,234.0,MM,0
1285,offline,blitz,-4,0,230.0,MM,0
1286,offline,blitz,-13,0,335.0,MM,0
1287,offline,blitz,1,0,213.0,MM,0
1288,offline,blitz,10,0,328.0,MM,0
1289,offline,blitz,8,0,283.0,MM,0
1290,offline,blitz,-24,0,235.0,MM,0
1291,offline,blitz,-13,0,233.0,MM,0
1292,offline,blitz,1,0,234.0,MF,0
1293,offline,blitz,5,0,327.0,MM,0
1294,offline,blitz,19,0,253.0,MM,1
1295,offline,blitz,-18,0,321.0,FM,0
1296,offline,blitz,4,0,349.0,MM,0
1297,offline,blitz,-1,0,329.0,MM,1
1298,offline,blitz,15,0,261.0,MM,0
1299,offline,blitz,-13,0,265.0,MM,1
1300,offline,blitz,6,0,260.0,MM,0
1301,offline,blitz,-10,0,273.0,MF,1
1302,offline,blitz,8,0,428.0,MM,0
1303,offline,blitz,-9,0,209.0,MM,1
1304,offline,blitz,5,0,331.0,MM,0
1305,offline,blitz,-13,0,434.0,MM,0
1306,offline,blitz,4,0,285.0,MM,0
1307,offline,blitz,11,0,230.0,MM,0
1308,offline,blitz,-1,0,409.0,MM,0
1309,offline,blitz,-3,0,435.0,MM,1
1310,offline,blitz,-7,0,240.0,MM,1
1311,offline,blitz,0,0,289.0,MM,0
1312,offline,blitz,-20,0,381.0,MM,0
1313,offline,blitz,0,0,231.0,MM,1
1314,offline,blitz,20,0,286.0,MM,0
1315,offline,blitz,-19,0,267.0,FM,0
1316,offline,blitz,-1,0,312.0,MM,0
1317,offline,blitz,9,0,439.0,MM,0
1318,offline,blitz,-5,0,267.0,MM,1
1319,offline,blitz,-8,0,297.0,MM,1
1320,offline,blitz,15,0,388.0,MM,1
1321,offline,blitz,-19,0,275.0,MM,0
1322,offline,blitz,1,0,256.0,MM,1
1323,offline,blitz,-6,0,405.0,MM,1
1324,offline,blitz,-20,0,283.0,MM,0
1325,offline,blitz,17,0,289.0,MM,0
1326,offline,blitz,-9,0,223.0,MM,1
1327,offline,blitz,18,0,281.0,MM,1
1328,offline,blitz,-9,0,293.0,MF,1
1329,offline,blitz,-7,0,328.0,MM,0
1330,offline,blitz,8,0,559.0,MM,1
1331,offline,blitz,-12,0,419.0,MM,0
1332,offline,blitz,-5,0,408.0,MF,0
1333,offline,blitz,-8,0,241.0,MM,0
1334,offline,blitz,7,0,309.0,MM,0
1335,offline,blitz,0,0,329.0,MM,0
1336,offline,blitz,10,0,236.0,MM,0
1337,offline,blitz,-8,0,319.0,MM,1
1338,offline,blitz,-7,0,317.0,MM,0
1339,offline,standard,-41,0,323.0,MM,1
1340,offline,standard,22,1,311.0,MM,0
1341,offline,standard,39,1,315.0,MM,0
1342,offline,standard,38,-1,336.0,MM,0
1343,offline,standard,-31,0,342.0,MM,0
1344,offline,standard,-21,-1,328.0,MM,1
1345,offline,standard,11,-1,325.0,MM,1
1346,offline,standard,-1,-1,328.0,MM,0
1347,offline,standard,29,-1,351.0,MM,1
1348,offline,standard,5,-1,370.0,MF,1
1349,offline,standard,26,1,570.0,MM,0
1350,offline,standard,-28,-1,717.0,MM,0
1351,offline,standard,10,-1,469.0,MM,1
1352,offline,standard,-10,-1,353.0,MM,1
1353,offline,standard,15,-1,280.0,MM,0
1354,offline,standard,-9,-1,331.0,MM,0
1355,offline,standard,15,0,244.0,MM,1
1356,offline,standard,5,-1,554.0,MM,0
1357,offline,standard,19,1,353.0,MM,0
1358,offline,standard,-17,0,230.0,MM,1
1359,offline,standard,-37,0,424.0,MM,0
1360,offline,standard,-19,0,402.0,MM,1
1361,offline,standard,18,-1,275.0,MM,0
1362,offline,standard,9,-1,273.0,MM,0
1363,offline,standard,24,-1,214.0,MM,0
1364,offline,standard,-7,-1,399.0,MM,0
1365,offline,standard,12,0,257.0,MM,0
1366,offline,standard,-25,-1,216.0,MM,1
1367,offline,standard,7,-1,438.0,MF,1
1368,offline,standard,17,1,289.0,MM,1
1369,offline,standard,-10,0,531.0,MM,0
1370,offline,standard,-48,0,253.0,MM,0
1371,offline,standard,37,0,512.0,MF,0
1372,offline,standard,-17,0,200.0,MM,1
1373,offline,standard,26,0,240.0,MM,1
1374,offline,standard,34,0,286.0,MM,1
1375,offline,standard,24,0,525.0,MM,0
1376,offline,standard,-36,0,280.0,MM,0
1377,offline,standard,-3,-1,303.0,MM,0
1378,offline,standard,0,0,322.0,MM,1
1379,offline,standard,10,-1,296.0,MF,0
1380,offline,standard,-31,-1,227.0,MM,1
1381,offline,standard,3,0,231.0,MM,1
1382,offline,standard,30,-1,245.0,MM,1
1383,offline,standard,18,-1,221.0,MM,1
1384,offline,standard,29,0,261.0,MM,0
1385,offline,standard,41,-1,255.0,MF,1
1386,offline,standard,-6,0,264.0,MM,0
1387,offline,standard,-12,0,352.0,MM,1
1388,offline,standard,47,-1,234.0,MF,0
1389,offline,standard,27,-1,216.0,MM,1
1390,offline,standard,-2,0,471.0,MM,1
1391,offline,standard,-22,-1,447.0,MM,1
1392,offline,standard,-8,-1,230.0,MM,0
1393,offline,standard,2,0,222.0,MM,1
1394,offline,standard,9,0,400.0,MM,1
1395,offline,standard,3,-1,676.0,MM,0
1396,online,rapid,-33,0,218.0,MM,1
1397,online,rapid,3,0,250.0,MM,1
1398,online,rapid,-18,0,205.0,MM,1
1399,online,rapid,-21,0,294.0,MM,0
1400,online,rapid,-24,0,338.0,MM,0
1401,online,rapid,-10,0,253.0,MM,0
1402,online,rapid,-7,0,209.0,MM,1
1403,online,rapid,0,0,241.0,FF,1
1404,online,rapid,0,0,320.0,FF,0
1405,online,rapid,2,0,263.0,FF,0
1406,offline,standard,-32,0,288.0,MM,0
1407,offline,standard,-32,0,288.0,MM,0
1408,online,rapid,-4,0,293.0,MF,0
1409,online,rapid,-3,0,309.0,MF,0
1410,online,rapid,-13,0,319.0,MM,0
1411,online,rapid,7,0,313.0,MM,0
1412,online,rapid,-6,0,243.0,MM,1
1413,online,rapid,2,0,320.0,MM,1
1414,online,rapid,2,0,215.0,MM,0
1415,online,rapid,-3,0,332.0,MM,0
1416,online,rapid,-9,0,273.0,MF,0
1417,online,rapid,9,0,244.0,MM,0
1418,online,rapid,-2,0,348.0,MM,1
1419,online,rapid,-3,0,222.0,MM,0
1420,online,rapid,-8,0,339.0,MM,0
1421,online,rapid,6,0,274.0,MF,1
1422,online,rapid,-7,0,355.0,MM,0
1423,online,rapid,-1,0,263.0,MM,1
1424,online,rapid,-8,0,312.0,MM,0
1425,online,rapid,0,0,279.0,MM,1
1426,online,standard,2,0,285.0,MM,0
1427,online,standard,2,0,285.0,MM,1
1428,online,standard,-8,0,353.0,MM,0
1429,online,standard,-8,0,353.0,MM,0
1430,online,standard,-19,0,1116.0,MM,0
1431,online,standard,-15,0,617.0,MM,0
1432,online,standard,-8,0,248.0,MM,0
1433,online,standard,-6,0,219.0,MM,0
1434,online,standard,-19,0,1116.0,MM,0
1435,online,standard,-15,0,617.0,MM,0
1436,online,standard,-8,0,248.0,MM,0
1437,online,standard,-6,0,219.0,MM,1
1438,online,standard,-19,0,723.0,MM,0
1439,online,standard,-16,0,430.0,MM,0
1440,online,standard,-19,0,723.0,MM,1
1441,online,standard,-16,0,430.0,MM,0
1442,online,standard,6,0,478.0,MF,0
1443,online,standard,-7,0,327.0,MM,0
1444,online,standard,6,0,478.0,MF,0
1445,online,standard,-7,0,327.0,MM,0
1446,online,standard,4,0,534.0,MF,0
1447,online,standard,4,0,534.0,MF,0
1448,online,standard,-15,0,403.0,MF,0
1449,online,standard,25,0,351.0,MF,1
1450,online,standard,-15,0,403.0,MF,1
1451,online,standard,25,0,351.0,MF,0
1452,online,standard,9,0,435.0,MF,0
1453,online,standard,9,0,435.0,MF,0
1454,online,standard,-8,0,754.0,MM,0
1455,online,standard,-8,0,754.0,MM,0
1456,online,standard,10,0,357.0,MM,1
1457,online,standard,10,0,357.0,MM,1
1458,online,standard,11,0,646.0,MF,0
1459,online,standard,34,0,271.0,MM,0
1460,online,standard,11,0,646.0,MF,1
1461,online,standard,34,0,271.0,MM,1
1462,online,standard,-2,0,691.0,MF,0
1463,online,standard,-4,0,553.0,MF,1
1464,online,standard,40,0,298.0,MM,0
1465,online,standard,-2,0,691.0,MF,0
1466,online,standard,-4,0,553.0,MF,0
1467,online,standard,40,0,298.0,MM,0
1468,offline,standard,4,0,260.0,MM,0
1469,offline,standard,4,0,260.0,MM,0
1470,online,blitz,-35,0,404.0,MF,0
1471,online,blitz,30,0,465.0,MF,0
1472,online,blitz,-3,0,419.0,MM,0
1473,online,blitz,-31,0,527.0,MM,0
1474,online,blitz,8,0,574.0,MF,0
1475,online,blitz,-44,0,579.0,MM,0
1476,online,blitz,-12,0,604.0,MM,0
1477,online,blitz,14,0,623.0,MF,0
1478,online,blitz,0,0,633.0,MF,0
1479,online,blitz,-4,0,640.0,MF,0
1480,online,blitz,-4,0,799.0,MM,0
1481,online,blitz,-1,0,225.0,MM,0
1482,online,blitz,13,0,224.0,MM,0
1483,online,blitz,6,0,233.0,MF,1
1484,online,blitz,-32,0,212.0,MM,0
1485,online,blitz,18,0,227.0,MM,0
1486,online,blitz,-8,0,248.0,MM,1
1487,online,blitz,-27,0,260.0,MM,1
1488,online,blitz,7,0,243.0,MM,0
1489,online,blitz,-2,0,237.0,MM,1
1490,online,blitz,-2,0,758.0,MF,0
1491,online,blitz,12,0,620.0,MF,0
1492,online,blitz,-33,0,550.0,FM,0
1493,online,blitz,-7,0,238.0,MM,1
1494,online,blitz,37,0,231.0,MM,1
1495,online,blitz,20,0,201.0,MF,0
1496,online,blitz,-25,0,226.0,MM,1
1497,online,blitz,10,0,237.0,MM,0
1498,online,blitz,23,0,264.0,MM,1
1499,online,blitz,-31,0,370.0,MF,0
1500,online,blitz,-6,0,389.0,MM,0
1501,online,blitz,-22,0,431.0,MM,0
1502,online,blitz,10,0,244.0,MM,0
1503,online,blitz,26,0,210.0,MM,0
1504,online,blitz,-32,0,227.0,MM,0
1505,online,blitz,33,0,224.0,MM,1
1506,online,blitz,-18,0,217.0,MM,0
1507,online,blitz,-1,0,283.0,MF,0
1508,online,blitz,-30,0,272.0,MM,0
1509,online,blitz,-15,0,364.0,MM,1
1510,online,blitz,4,0,201.0,MM,0
1511,online,blitz,-3,0,267.0,MM,1
1512,online,blitz,17,0,419.0,MM,1
1513,online,blitz,-2,0,410.0,MF,0
1514,online,blitz,31,0,424.0,MF,0
1515,online,blitz,10,0,434.0,MM,0
1516,online,blitz,-19,0,317.0,MM,0
1517,online,blitz,20,0,212.0,MM,1
1518,online,blitz,-7,0,342.0,MM,0
1519,online,blitz,-30,0,257.0,MF,0
1520,online,blitz,34,0,303.0,MM,0
1521,online,blitz,-10,0,365.0,MM,1
1522,online,blitz,3,0,588.0,MM,0
1523,online,blitz,0,0,533.0,MF,0
1524,online,blitz,9,0,224.0,MM,0
1525,online,blitz,11,0,207.0,MM,1
1526,online,blitz,10,0,226.0,MM,0
1527,online,blitz,-14,0,250.0,MF,0
1528,online,blitz,3,0,265.0,MF,1
1529,online,blitz,-7,0,253.0,MM,0
1530,online,blitz,-21,0,218.0,MM,1
1531,online,blitz,30,0,244.0,MM,0
1532,online,blitz,9,0,245.0,MM,0
1533,online,blitz,26,0,299.0,MM,0
1534,online,blitz,-21,0,212.0,MM,0
1535,online,blitz,2,0,329.0,MF,0
1536,online,blitz,7,0,249.0,MM,1
1537,online,blitz,-11,0,498.0,MM,0
1538,online,blitz,-4,0,433.0,MM,0
1539,online,blitz,31,0,236.0,MM,0
1540,online,blitz,2,0,269.0,MM,1
1541,online,blitz,-5,0,315.0,MM,1
1542,online,blitz,-15,0,283.0,MF,1
1543,online,blitz,19,0,225.0,MF,1
1544,online,blitz,-14,0,208.0,MM,1
1545,online,blitz,-2,0,422.0,MM,0
1546,online,blitz,24,0,465.0,MM,1
1547,online,blitz,-7,0,246.0,MM,0
1548,online,blitz,10,0,200.0,MM,0
1549,online,blitz,0,0,314.0,MM,0
1550,online,blitz,20,0,278.0,MM,0
1551,online,blitz,2,0,1174.0,MM,0
1552,online,blitz,0,0,1233.0,MM,0
1553,online,blitz,-1,0,595.0,MM,0
1554,online,blitz,1,0,595.0,MM,0
1555,online,blitz,-1,0,493.0,FM,0
1556,online,blitz,-3,0,500.0,MM,0
1557,online,blitz,-1,0,477.0,MM,1
1558,online,blitz,2,0,510.0,MF,0
1559,online,blitz,-1,0,586.0,MM,1
1560,online,blitz,4,0,583.0,MM,0
1561,online,blitz,0,0,583.0,MM,0
1562,online,blitz,-1,0,562.0,MM,0
1563,online,blitz,0,0,546.0,FM,0
1564,online,blitz,0,0,500.0,MM,0
1565,online,blitz,2,0,494.0,FM,0
1566,online,blitz,4,0,321.0,MM,0
1567,online,blitz,-2,0,326.0,MM,0
1568,online,blitz,-3,0,330.0,FM,0
1569,online,blitz,1,0,844.0,MM,1
1570,online,blitz,-3,0,602.0,FM,0
1571,online,blitz,4,0,223.0,MF,0
1572,online,blitz,0,0,469.0,MM,0
1573,online,blitz,-1,0,544.0,MM,0
1574,online,blitz,2,0,551.0,MF,0
1575,online,blitz,2,0,676.0,MM,0
1576,online,blitz,0,0,461.0,MF,0
1577,online,blitz,3,0,577.0,FF,0
1578,online,blitz,0,0,367.0,FM,0
1579,online,blitz,-1,0,259.0,MM,1
1580,online,blitz,0,0,303.0,FM,1
1581,online,blitz,2,0,305.0,MM,0
1582,online,blitz,0,0,302.0,FM,1
1583,online,blitz,-1,0,304.0,MM,0
1584,online,blitz,-1,0,686.0,MM,1
1585,online,blitz,0,0,261.0,MM,0
1586,online,blitz,-2,0,533.0,MM,0
1587,online,blitz,1,0,517.0,MM,1
1588,online,blitz,-1,0,558.0,MF,1
1589,online,blitz,0,0,436.0,MF,0
1590,online,blitz,0,0,529.0,MM,0
1591,online,blitz,1,0,572.0,MM,0
1592,online,blitz,0,0,487.0,FM,0
1593,online,blitz,-3,0,383.0,FM,0
1594,online,blitz,0,0,337.0,MM,1
1595,online,blitz,-3,0,484.0,MF,0
1596,online,blitz,-3,0,795.0,MM,0
1597,online,blitz,3,0,247.0,MM,1
1598,online,blitz,1,0,237.0,MM,1
1599,online,blitz,3,0,440.0,MM,1
1600,online,blitz,2,0,400.0,MM,1
1601,online,blitz,-1,0,269.0,MM,1
1602,online,blitz,0,0,571.0,FF,0
1603,online,blitz,0,0,674.0,MF,0
1604,online,blitz,1,0,325.0,MM,0
1605,online,blitz,3,0,398.0,MM,1
1606,online,blitz,2,0,330.0,MF,0
1607,online,blitz,1,0,448.0,MM,1
1608,online,blitz,0,0,377.0,MM,0
1609,online,blitz,0,0,213.0,MM,1
1610,online,blitz,0,0,280.0,MF,0
1611,online,blitz,-1,0,436.0,MM,1
1612,online,blitz,4,0,463.0,MM,0
1613,online,blitz,0,0,429.0,FM,1
1614,online,blitz,-1,0,412.0,FM,1
1615,online,blitz,0,0,444.0,FF,0
1616,online,blitz,-1,0,435.0,MM,0
1617,online,blitz,-2,0,537.0,MM,1
1618,online,blitz,2,0,478.0,MM,0
1619,online,blitz,1,0,288.0,MM,1
1620,online,blitz,0,0,344.0,MF,1
1621,online,blitz,-1,0,432.0,MM,1
1622,online,blitz,-2,0,360.0,MM,0
1623,online,blitz,0,0,676.0,FF,0
1624,online,blitz,-1,0,1003.0,MM,0
1625,online,blitz,2,0,1074.0,MM,0
1626,online,blitz,0,0,1019.0,MF,1
1627,online,blitz,4,0,675.0,MM,1
1628,online,blitz,0,0,586.0,MF,0
1629,online,blitz,-4,0,598.0,MM,0
1630,online,blitz,-2,0,563.0,FM,0
1631,online,blitz,2,0,578.0,MM,0
1632,online,blitz,-1,0,332.0,MM,0
1633,online,blitz,1,0,451.0,MF,0
1634,online,blitz,0,0,798.0,MF,0
1635,online,blitz,-2,0,620.0,MM,0
1636,online,blitz,0,0,678.0,MM,0
1637,online,blitz,2,0,465.0,MF,0
1638,online,blitz,-2,0,288.0,MM,0
1639,online,blitz,1,0,372.0,MM,0
1640,online,blitz,-2,0,501.0,FM,0
1641,online,blitz,0,0,630.0,MM,1
1642,online,blitz,0,0,386.0,FF,1
1643,online,blitz,-2,0,649.0,MM,0
1644,online,blitz,-1,0,301.0,MF,1
1645,online,blitz,2,0,225.0,FM,1
1646,online,blitz,-1,0,276.0,MM,0
1647,online,blitz,-2,0,466.0,MM,0
1648,online,blitz,-2,0,570.0,MM,0
1649,online,blitz,0,0,597.0,FM,0
1650,online,blitz,0,0,268.0,MM,0
1651,online,blitz,-3,0,362.0,MM,1
1652,online,blitz,-1,0,398.0,MM,0
1653,online,blitz,0,0,422.0,MM,1
1654,online,blitz,0,0,405.0,MM,1
1655,online,blitz,2,0,492.0,MM,0
1656,online,blitz,0,0,746.0,MM,0
1657,online,blitz,3,0,318.0,MM,0
1658,online,blitz,-2,0,208.0,FM,1
1659,online,blitz,0,0,939.0,MM,0
1660,online,blitz,1,0,893.0,MM,0
1661,online,blitz,1,0,919.0,MM,1
1662,online,blitz,1,0,956.0,MM,1
1663,online,blitz,-1,0,1009.0,MM,0
1664,online,blitz,4,0,1016.0,MM,1
1665,online,blitz,2,0,608.0,MM,0
1666,online,blitz,1,0,597.0,MM,0
1667,online,blitz,0,0,692.0,MM,1
1668,online,blitz,0,0,724.0,MM,0
1669,online,blitz,3,0,564.0,MF,0
1670,online,blitz,1,0,407.0,MM,0
1671,online,blitz,1,0,376.0,MF,0
1672,online,blitz,-3,0,567.0,MM,0
1673,online,blitz,-1,0,790.0,MM,0
1674,online,blitz,-3,0,295.0,MM,0
1675,online,blitz,2,0,360.0,FM,1
1676,online,blitz,-2,0,336.0,MM,0
1677,online,blitz,1,0,329.0,MM,1
1678,online,blitz,2,0,584.0,FM,0
1679,online,blitz,-3,0,651.0,FM,0
1680,online,blitz,3,0,649.0,MM,0
1681,online,blitz,2,0,358.0,MF,1
1682,online,blitz,1,0,457.0,MM,1
1683,online,blitz,0,0,350.0,MM,0
1684,online,blitz,-1,0,459.0,FM,1
1685,online,blitz,0,0,271.0,FM,1
1686,online,blitz,0,0,394.0,MM,0
1687,online,blitz,2,0,383.0,MM,1
1688,online,blitz,-3,0,272.0,MM,0
1689,online,blitz,4,0,277.0,MF,1
1690,online,blitz,-1,0,679.0,MM,0
1691,online,blitz,4,0,427.0,MM,0
1692,online,blitz,0,0,244.0,MF,1
1693,online,blitz,1,0,1050.0,FM,1
1694,online,blitz,1,0,245.0,MM,1
1695,online,blitz,1,0,372.0,MM,0
1696,online,blitz,-2,0,499.0,MM,0
1697,online,blitz,2,0,831.0,MM,0
1698,online,blitz,-1,0,409.0,MM,0
1699,online,blitz,2,0,369.0,MM,0
1700,online,blitz,0,0,293.0,MM,0
1701,online,blitz,0,0,313.0,MM,1
1702,online,blitz,2,0,566.0,MM,0
1703,online,blitz,-3,0,249.0,FM,0
1704,online,blitz,0,0,497.0,MM,1
1705,online,blitz,0,0,739.0,MM,1
1706,online,blitz,-2,0,230.0,MM,1
1707,online,blitz,3,0,245.0,MM,0
1708,online,blitz,0,0,550.0,MM,0
1709,online,blitz,2,0,886.0,MM,1
1710,online,blitz,1,0,1305.0,MF,0
1711,online,blitz,-1,0,1216.0,MF,0
1712,online,blitz,2,0,664.0,MM,0
1713,online,blitz,-1,0,625.0,MM,0
1714,online,blitz,-1,0,615.0,MM,0
1715,online,blitz,0,0,636.0,MM,0
1716,online,blitz,0,0,609.0,MM,1
1717,online,blitz,0,0,437.0,MM,0
1718,online,blitz,2,0,325.0,MF,0
1719,online,blitz,-3,0,443.0,MM,0
1720,online,blitz,2,0,455.0,MM,1
1721,online,blitz,0,0,728.0,FF,0
1722,online,blitz,0,0,530.0,MM,0
1723,online,blitz,1,0,400.0,MM,0
1724,online,blitz,1,0,460.0,MM,0
1725,online,blitz,1,0,423.0,MM,0
1726,online,blitz,0,0,850.0,FF,0
1727,online,blitz,2,0,693.0,MF,0
1728,online,blitz,0,0,386.0,MF,0
1729,online,blitz,1,0,285.0,FM,1
1730,online,blitz,1,0,245.0,MM,1
1731,online,blitz,1,0,344.0,MM,0
1732,online,blitz,-1,0,642.0,MF,0
1733,online,blitz,2,0,664.0,MF,0
1734,online,blitz,1,0,212.0,MM,1
1735,online,blitz,2,0,548.0,MM,0
1736,online,blitz,2,0,786.0,MF,0
1737,online,blitz,3,0,1217.0,MM,0
1738,online,blitz,1,0,1171.0,MF,0
1739,online,blitz,3,0,1181.0,MM,0
1740,online,blitz,3,0,1182.0,MF,0
1741,online,blitz,1,0,1239.0,MM,0
1742,online,blitz,0,0,616.0,MM,0
1743,online,blitz,-2,0,596.0,MM,0
1744,online,blitz,0,0,529.0,FM,0
1745,online,blitz,2,0,548.0,MM,1
1746,online,blitz,0,0,577.0,FM,0
1747,online,blitz,4,0,583.0,MF,0
1748,online,blitz,1,0,390.0,MF,0
1749,online,blitz,2,0,225.0,MM,1
1750,online,blitz,1,0,484.0,FM,0
1751,online,blitz,1,0,378.0,MM,1
1752,online,blitz,-2,0,300.0,MM,0
1753,online,blitz,0,0,336.0,MF,0
1754,online,blitz,0,0,250.0,MM,0
1755,online,blitz,2,0,522.0,FF,0
1756,online,blitz,1,0,453.0,MM,0
1757,online,blitz,2,0,504.0,MM,1
1758,online,blitz,1,0,500.0,MM,0
1759,online,blitz,0,0,580.0,MM,0
1760,online,blitz,2,0,455.0,MM,0
1761,online,blitz,3,0,471.0,MM,1
1762,online,blitz,0,0,671.0,MM,0
1763,online,blitz,-1,0,769.0,MM,0
1764,online,blitz,0,0,277.0,MM,0
1765,online,blitz,0,0,203.0,MF,0
1766,online,blitz,2,0,367.0,MF,0
1767,online,blitz,2,0,387.0,FM,0
1768,online,blitz,-3,0,563.0,FM,0
1769,online,blitz,-2,0,397.0,MM,1
1770,online,blitz,4,0,325.0,MM,1
1771,online,blitz,-1,0,200.0,MM,1
1772,online,blitz,2,0,324.0,MM,0
1773,online,blitz,-1,0,389.0,FF,0
1774,online,blitz,0,0,566.0,MM,0
1775,online,blitz,0,0,724.0,MF,0
1776,online,blitz,3,0,269.0,MF,0
1777,online,blitz,2,0,204.0,MM,1
1778,online,blitz,2,0,360.0,FM,1
1779,online,blitz,0,0,417.0,MF,1
1780,online,blitz,0,0,887.0,MM,0
1781,online,blitz,4,0,249.0,MM,0
1782,online,blitz,2,0,205.0,MM,0
1783,online,blitz,1,0,205.0,FM,1
1784,online,blitz,1,0,559.0,MF,0
1785,online,blitz,-2,0,385.0,FM,0
1786,online,blitz,3,0,368.0,MF,0
1787,online,blitz,4,0,738.0,MM,0
1788,online,blitz,-1,0,333.0,MM,1
1789,online,blitz,1,0,408.0,MM,0
1790,online,blitz,0,0,269.0,MF,1
1791,online,blitz,1,0,437.0,MM,0
1792,online,blitz,3,0,581.0,MM,1
1793,online,blitz,0,0,577.0,MM,1
1794,online,blitz,4,0,545.0,MF,1
1795,online,blitz,0,0,273.0,MM,0
1796,online,blitz,-1,0,1034.0,MM,0
1797,online,blitz,1,0,265.0,FM,1
1798,online,blitz,1,0,686.0,MM,0
1799,online,blitz,2,0,431.0,MF,0
1800,online,blitz,3,0,634.0,MM,0
1801,online,blitz,-1,0,205.0,MM,0
1802,online,blitz,-1,0,249.0,FF,0
1803,online,blitz,1,0,476.0,MM,0
1804,online,blitz,3,0,480.0,MF,0
1805,online,blitz,0,0,351.0,MM,1
1806,online,blitz,4,0,528.0,MM,0
1807,online,blitz,-2,0,1000.0,MM,0
1808,online,blitz,-3,0,1045.0,MM,0
1809,online,blitz,-2,0,1038.0,MM,0
1810,online,blitz,2,0,1036.0,MF,0
1811,online,blitz,-1,0,695.0,MM,0
1812,online,blitz,4,0,360.0,MM,0
1813,online,blitz,-2,0,1028.0,MM,0
1814,online,blitz,1,0,339.0,MM,0
1815,online,blitz,4,0,985.0,MM,0
1816,online,blitz,2,0,497.0,MF,0
1817,online,blitz,-3,0,627.0,MM,1
1818,online,blitz,2,0,477.0,FM,1
1819,online,blitz,-3,0,476.0,MM,0
1820,online,blitz,4,0,1009.0,MM,0
1821,online,blitz,0,0,456.0,MM,0
1822,online,blitz,-4,0,724.0,FM,0
1823,online,blitz,-1,0,405.0,MM,0
1824,online,blitz,-1,0,385.0,MM,0
1825,online,blitz,1,0,696.0,MM,0
1826,online,blitz,0,0,571.0,MF,1
1827,online,blitz,1,0,211.0,MM,0
1828,online,blitz,-1,0,624.0,MM,0
1829,online,blitz,1,0,634.0,MM,0
1830,online,blitz,2,0,247.0,MM,1
1831,online,blitz,2,0,584.0,MM,0
1832,online,blitz,-1,0,473.0,MM,0
1833,online,blitz,-2,0,547.0,MM,0
1834,online,blitz,0,0,636.0,FM,0
1835,online,blitz,2,0,806.0,FM,0
1836,online,blitz,4,0,203.0,MM,1
1837,online,blitz,0,0,282.0,MM,1
1838,online,blitz,0,0,325.0,FM,0
1839,online,blitz,3,0,242.0,MM,0
1840,online,blitz,1,0,520.0,MM,0
1841,online,blitz,-1,0,334.0,MM,0
1842,online,blitz,0,0,311.0,MM,0
1843,online,blitz,0,0,283.0,MF,0
1844,online,blitz,0,0,559.0,MM,0
1845,online,blitz,0,0,460.0,FF,0
1846,online,blitz,0,0,834.0,MM,0
1847,online,blitz,-1,0,794.0,MM,0
1848,online,blitz,2,0,262.0,MM,0
1849,online,blitz,0,0,262.0,MM,0
1850,online,blitz,-3,0,423.0,FM,0
1851,online,blitz,-3,0,469.0,MM,0
1852,online,blitz,3,0,312.0,MF,1
1853,online,blitz,0,0,836.0,MF,1
1854,online,blitz,-2,0,547.0,MM,0
1855,online,blitz,2,0,308.0,MF,0
1856,online,blitz,2,0,260.0,MM,1
1857,online,blitz,3,0,783.0,MM,0
1858,online,blitz,0,0,756.0,MM,0
1859,online,blitz,2,0,970.0,MM,0
1860,online,blitz,0,0,558.0,MF,0
1861,online,blitz,-2,0,830.0,MM,0
1862,online,blitz,-1,0,870.0,FM,0
1863,online,blitz,3,0,531.0,MM,1
1864,online,blitz,-3,0,405.0,MM,0
1865,online,blitz,0,0,430.0,MM,0
1866,online,blitz,3,0,411.0,MF,0
1867,online,blitz,-2,0,415.0,MM,0
1868,online,blitz,1,0,436.0,MM,0
1869,online,blitz,0,0,571.0,MM,0
